Time_Start,Day_Of_Year,Latitude,Longitude,GPS_Altitude,Pressure_Altitude,Radar_Altitude,Ground_Speed,True_Air_Speed,Indicated_Air_Speed,Mach_Number,Vertical_Speed,True_Heading,Track_Angle,Drift_Angle,Pitch_Angle,Roll_Angle,Static_Air_Temp,Potential_Temp,Dew_Point,Total_Air_Temp,IR_Surf_Temp,Static_Pressure,Cabin_Pressure,Wind_Speed,Wind_Direction,U,V,Solar_Zenith_Angle,Aircraft_Sun_Elevation,Sun_Azimuth,Aircraft_Sun_Azimuth,Mixing_Ratio,Part_Press_Water_Vapor,Sat_Vapor_Press_H2O,Sat_Vapor_Press_Ice,Relative_Humidity
41454,32,37.9273904,-75.4706293,11.8,-26,2,0.02,-8888,-8888,-8888,0,33.38,86.99,53.6,-1.99,0.22,5.8,277.83,4.84,5.8,-9999,1014.2,1018.9,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.39,8.71,9.32,9.87,93.52
41455,32,37.927391,-75.4706299,11.8,-4,1.5,0.06,-8888,-8888,-8888,0,33.36,305.75,-87.6,-1.97,0.23,5.8,277.89,4.96,5.8,-9999,1013.4,1019.2,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.44,8.79,9.32,9.87,94.31
41456,32,37.9273916,-75.4706299,11.7,-7,3.1,0.05,-8888,-8888,-8888,-0.1,33.37,122.12,88.8,-2,0.18,5.8,277.88,4.97,5.8,-9999,1013.51,1019.5,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.44,8.79,9.31,9.86,94.42
41457,32,37.9273922,-75.4706305,11.7,-7,2.9,0.03,-8888,-8888,-8888,-0.1,33.37,132.51,99.1,-2.04,0.2,5.8,277.88,4.97,5.8,-9999,1013.51,1019.5,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.2,5.44,8.79,9.32,9.87,94.38
41458,32,37.9273927,-75.4706305,11.7,-44,3.2,0.04,-8888,-8888,-8888,0,33.37,322.13,-71.2,-2.02,0.22,5.8,277.78,4.96,5.8,-9999,1014.86,1019.7,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.2,5.43,8.79,9.32,9.87,94.31
41459,32,37.9273927,-75.4706305,11.7,15,3.2,0.01,-8888,-8888,-8888,0,33.38,308.66,-84.7,-2.03,0.17,5.8,277.95,4.95,5.8,-9999,1012.7,1019.8,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.44,8.78,9.32,9.87,94.25
41460,32,37.9273933,-75.470631,11.7,-39,3.1,0.02,-8888,-8888,-8888,0,33.39,130.1,96.7,-2.04,0.19,5.75,277.74,4.93,5.8,-9999,1014.68,1020,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.42,8.77,9.28,9.83,94.47
41461,32,37.9273945,-75.4706305,11.7,5,2.3,0.75,-8888,-8888,-8888,-0.1,33.42,34.3,0.9,-1.78,0.23,5.78,277.9,4.91,5.8,-9999,1013.07,1019.8,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.42,8.76,9.31,9.85,94.1
41462,32,37.9274111,-75.4706167,11.6,9,2,3.65,-8888,-8888,-8888,0,33.35,33.83,0.5,-1.7,0.27,5.8,277.93,4.89,5.8,-9999,1012.92,1019.8,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.3,5.42,8.75,9.32,9.87,93.87
41463,32,37.92745,-75.470584,11.6,-15,1.4,6.74,-8888,-8888,-8888,0,33.52,33.67,0.2,-1.57,0.33,5.75,277.81,4.91,5.8,-9999,1013.8,1020,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.2,5.42,8.76,9.28,9.83,94.33
41464,32,37.9275125,-75.4705313,11.7,-16,1.1,9.83,-8888,32.3,-8888,0.1,33.66,33.75,0.1,-1.55,0.19,5.66,277.71,4.99,5.75,-9999,1013.84,1019.8,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.1,5.45,8.81,9.23,9.76,95.46
41465,32,37.9275979,-75.4704591,11.7,-18,1.7,12.89,-8888,-8888,-8888,0,33.53,34.12,0.6,-1.52,0.23,5.65,277.7,4.99,5.75,-9999,1013.91,1020.2,-9999,-9999,-9999,-9999,97.7,-6.9,105.8,72.1,5.45,8.81,9.22,9.75,95.52
41466,32,37.9277056,-75.4703675,11.7,-11,2.4,15.88,-8888,36.4,-8888,0,33.22,33.74,0.5,-1.67,0.34,5.62,277.69,5.03,5.75,-9999,1013.65,1019.9,-9999,-9999,-9999,-9999,97.7,-6.9,105.8,72.4,5.47,8.83,9.2,9.73,95.99
41467,32,37.9278362,-75.470258,11.7,-21,1.4,18.85,-8888,34.1,-8888,0,33.12,33.65,0.5,-1.52,0.32,5.55,277.59,5.05,5.75,-9999,1014.02,1020.2,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.5,5.47,8.84,9.16,9.67,96.57
41468,32,37.9279892,-75.4701308,11.7,-21,1.2,21.79,-8888,45.3,-8888,0,32.61,33.31,0.7,-1.69,0.35,5.5,277.54,5.05,5.75,-9999,1014.02,1019.8,-9999,-9999,-9999,-9999,97.7,-6.8,105.8,72.8,5.47,8.84,9.13,9.64,96.91
41469,32,37.9281651,-75.469987,11.8,-13,2.7,24.66,-8888,50.6,-8888,0.1,32.16,32.66,0.5,-2.06,0.24,5.48,277.54,5.06,5.75,-9999,1013.73,1019.8,-9999,-9999,-9999,-9999,97.7,-6.7,105.8,73.4,5.48,8.85,9.11,9.62,97.13
41470,32,37.9283639,-75.4698283,11.7,-26,1.2,27.49,-8888,59.5,-8888,0.2,31.93,32.17,0.2,-1.62,0.54,5.35,277.38,5.09,5.8,-9999,1014.2,1019.9,-9999,-9999,-9999,-9999,97.7,-6.7,105.8,73.7,5.49,8.87,9.03,9.52,98.2
41471,32,37.9285845,-75.469653,11.7,-32,1.7,30.32,-8888,65.8,-8888,0,31.85,32.18,0.3,-1.76,0.47,5.3,277.31,5.09,5.8,-9999,1014.42,1019.9,-9999,-9999,-9999,-9999,97.7,-6.5,105.8,73.7,5.49,8.87,9,9.48,98.55
41472,32,37.9288269,-75.4694616,11.7,-31,2.3,33.09,-8888,64.7,-8888,0,31.98,32.17,0.2,-1.91,0.45,5.26,277.28,5.07,5.85,-9999,1014.39,1019.8,-9999,-9999,-9999,-9999,97.7,-6.5,105.8,73.8,5.48,8.86,8.98,9.46,98.68
41473,32,37.9290893,-75.4692513,11.8,-21,2,35.8,-8888,74.4,-8888,0.1,31.59,32.13,0.5,-1.98,0.51,5.28,277.32,5.06,5.9,-9999,1014.02,1019.8,-9999,-9999,-9999,-9999,97.7,-6.5,105.8,73.9,5.48,8.85,8.98,9.47,98.51
41474,32,37.9293729,-75.4690279,11.9,-46,2,38.43,72.38,77.1,-8888,0.2,31.85,31.88,0,-1.99,0.48,5.19,277.16,5.06,6,-9999,1014.94,1019.8,1.2,213,0.7,1,97.7,-6.5,105.8,74.1,5.47,8.85,8.93,9.4,99.1
41475,32,37.929676,-75.4687873,12.1,-37,2.3,41.03,77.62,83.2,-8888,0.2,31.69,32.15,0.5,-2.03,0.43,5.18,277.18,5.05,6.05,-9999,1014.61,1019.8,1.1,228.1,0.8,0.7,97.6,-6.5,105.9,73.8,5.47,8.84,8.92,9.39,99.11
41476,32,37.9299991,-75.4685323,12.3,-34,2.6,43.57,82.75,86.5,-8888,0.2,31.89,32.08,0.2,-2.1,0.43,5.13,277.14,5.05,6.15,-9999,1014.5,1020,1,220.2,0.6,0.8,97.6,-6.5,105.9,73.9,5.47,8.84,8.89,9.36,99.44
41477,32,37.9303412,-75.4682601,12.5,-31,2.4,46.08,87.38,92.8,-8888,0.1,31.53,32.02,0.5,-2.29,0.41,5.17,277.19,5.05,6.26,-9999,1014.39,1019.6,1.2,230.8,0.9,0.8,97.6,-6.4,105.9,74,5.47,8.84,8.92,9.39,99.13
41478,32,37.9307033,-75.4679754,12.6,-50,2.3,48.54,91.88,98.1,-8888,0.1,31.99,32.03,0,-2.41,0.38,5.16,277.12,5.03,6.39,-9999,1015.08,1020.1,1.3,213.3,0.7,1.1,97.6,-6.4,105.9,74,5.46,8.83,8.91,9.38,99.07
41479,32,37.9310826,-75.4676734,12.7,-28,2.4,50.97,97.31,104.6,-8888,-0.1,31.67,32.24,0.6,-2.95,0.4,5.18,277.21,5.06,6.51,-9999,1014.28,1020.1,1,241,0.9,0.5,97.6,-6.3,105.9,73.7,5.48,8.85,8.93,9.4,99.14
41480,32,37.9314808,-75.4673589,12.6,-25,2.9,53.3,102.44,107.4,-8888,0.1,31.81,31.92,0.1,-2.76,0.23,5.16,277.2,5.06,6.64,-9999,1014.17,1019.9,-8888,-9999,-9999,-9999,97.6,-6.3,105.9,74,5.48,8.85,8.92,9.38,99.27
41481,32,37.9318973,-75.4670288,12.6,-41,2.7,55.69,107.5,113.1,-8888,-0.1,32.04,32.26,0.2,-3.04,0.09,5.19,277.18,5.03,6.82,-9999,1014.75,1020.2,-8888,-9999,-9999,-9999,97.6,-6.5,105.9,73.5,5.46,8.83,8.93,9.4,98.89
41482,32,37.9323311,-75.4666845,12.5,-25,2.9,57.97,111.88,117.2,-8888,0.1,32.06,32.24,0.2,-2.95,0.15,5.19,277.23,5.03,6.93,-9999,1014.17,1020.2,-8888,-9999,-9999,-9999,97.6,-6.5,105.9,73.6,5.46,8.83,8.93,9.41,98.86
41483,32,37.9327814,-75.4663247,12.5,-23,3.1,60.24,115.81,121.1,-8888,0,32.31,32.48,0.2,-2.99,0.21,5.16,277.2,5.02,7.06,-9999,1014.09,1020.2,-8888,-9999,-9999,-9999,97.6,-6.5,105.9,73.4,5.46,8.83,8.91,9.38,99.03
41484,32,37.9332478,-75.4659494,12.4,-37,2.6,62.45,119.62,125.2,-8888,-0.2,31.83,32.45,0.6,-2.37,0.16,5.21,277.21,5.05,7.16,-9999,1014.61,1020.5,1.1,248.4,1,0.4,97.6,-6.5,105.9,73.6,5.47,8.84,8.95,9.42,98.87
41485,32,37.9337319,-75.4655644,12.3,-53,2.3,64.55,123,127.9,-8888,-0.1,31.78,32.06,0.3,-1.1,0.26,5.21,277.16,5.02,7.28,-9999,1015.19,1020.4,1.3,225.7,0.9,0.9,97.6,-6.8,105.9,74.2,5.45,8.83,8.94,9.41,98.7
41486,32,37.9342321,-75.4651673,12.1,-80,1.2,66.58,126.81,128.6,-8888,-0.2,32.14,32.26,0.1,0.26,0.71,5.25,277.12,5.03,7.45,-9999,1016.18,1021,1.3,218.2,0.8,1,97.6,-6.8,105.9,73.7,5.45,8.83,8.97,9.45,98.48
41487,32,37.9347478,-75.4647594,12.3,-90,1.8,68.35,128.38,131.3,-8888,0.7,31.96,31.93,0,2.29,0.47,5.39,277.24,5.01,7.6,-9999,1016.55,1021.5,2.3,211.1,1.2,2,97.6,-7.5,105.9,74.2,5.44,8.82,9.06,9.56,97.35
41488,32,37.9352778,-75.4643474,13.5,-68,5.2,69.85,130.56,135.3,0.203,1.6,32.83,31.43,-1.4,3.05,0.34,5.46,277.37,4.96,7.76,-9999,1015.74,1021.9,3.2,180.2,0,3.2,97.6,-7.5,105.9,73.9,5.43,8.79,9.1,9.6,96.59
41489,32,37.9358204,-75.4639297,15.7,-50,11.6,71.18,134.75,141.6,0.213,2.7,33.81,31.42,-2.4,3.87,1.41,5.37,277.33,4.98,7.88,-9999,1015.08,1022.4,3.5,154.9,-1.5,3.2,97.6,-7.5,105.9,72.9,5.44,8.8,9.04,9.53,97.35
41490,32,37.936371,-75.4635023,19,-19,22.3,72.22,139.19,144.7,0.217,3.9,34.05,31.71,-2.3,4.88,2.21,5.51,277.56,5.01,8.14,-9999,1013.95,1022.3,3,134.7,-2.1,2.1,97.6,-7.5,105.9,72.4,5.46,8.82,9.13,9.64,96.59
41491,32,37.9369262,-75.4630663,23.6,13,36.2,72.93,143.19,148.1,0.226,5.2,33.72,31.92,-1.8,5.9,0.95,5.41,277.55,4.95,8.26,-9999,1012.77,1022.4,2.4,105.3,-2.3,0.6,97.6,-8,105.9,72.8,5.44,8.78,9.07,9.57,96.85
41492,32,37.9374865,-75.4626274,29.7,44,55.8,73.46,146.38,150.4,0.228,6.5,33.4,31.74,-1.7,5.99,0.63,5.43,277.66,4.92,8.32,-9999,1011.64,1022.5,2.8,82.1,-2.8,-0.4,97.6,-7.9,105.9,73.2,5.44,8.76,9.08,9.58,96.52
41493,32,37.9380532,-75.4621868,36.3,60,76,74.17,149.19,152.1,0.23,6.4,33.44,31.72,-1.7,5.17,1.45,5.47,277.74,4.91,8.42,-9999,1011.05,1022.7,3.4,73.8,-3.3,-0.9,97.6,-7.8,105.9,73.2,5.43,8.76,9.1,9.61,96.2
41494,32,37.938625,-75.4617404,42.5,81,97,74.91,151.06,155.4,0.233,6.2,33.36,31.79,-1.6,5.01,1.65,5.45,277.79,4.88,8.48,-9999,1010.29,1023.3,3.5,69.3,-3.3,-1.2,97.6,-7.8,105.9,73.2,5.43,8.74,9.09,9.6,96.1
41495,32,37.9392014,-75.4612884,48.6,105,116.3,75.62,153.75,157.8,0.239,6.1,33.2,31.85,-1.4,4.88,1.2,5.37,277.78,4.85,8.54,-9999,1009.41,1023.7,3.9,60.3,-3.4,-1.9,97.6,-7.6,105.9,73.3,5.42,8.72,9.04,9.54,96.42
41496,32,37.9397841,-75.460834,54.7,132,137.2,76.24,155.5,158.3,0.241,6.3,33.31,31.71,-1.6,5.17,0.8,5.36,277.84,4.84,8.6,-9999,1008.43,1024.7,4.3,62.8,-3.8,-2,97.6,-7.6,105.9,73.4,5.42,8.71,9.04,9.53,96.43
41497,32,37.940372,-75.4603779,61.1,151,158.1,76.76,156.75,159.9,0.242,6.7,33.53,31.6,-1.9,5.45,0.82,5.4,277.93,4.82,8.65,-9999,1007.73,1025.5,4.7,66.9,-4.3,-1.8,97.6,-8.2,105.9,73.2,5.42,8.7,9.06,9.56,96.04
41498,32,37.9409632,-75.4599196,68,177,181.1,77.3,157.25,160.6,0.242,7.1,33.84,31.64,-2.2,5.32,0.72,5.4,278.01,4.83,8.65,-9999,1006.79,1026.1,4.7,72.9,-4.5,-1.4,97.6,-8.2,105.9,72.9,5.43,8.71,9.06,9.56,96.11
41499,32,37.941558,-75.4594549,75.2,198,205.1,77.93,158,163.1,0.247,7.3,33.61,31.74,-1.9,5.16,0.98,5.26,277.93,4.83,8.66,-9999,1006.02,1026.4,4.2,70.5,-4,-1.4,97.6,-8.1,105.9,72.9,5.43,8.71,8.98,9.46,97.03
41500,32,37.9421579,-75.4589862,82.5,232,228.9,78.64,160.69,164.6,0.248,7.3,33.29,31.76,-1.5,5.05,1.16,5.28,278.05,4.81,8.71,-9999,1004.78,1026.3,4.6,60.6,-4,-2.3,97.6,-8.1,105.9,73.3,5.43,8.7,8.99,9.47,96.78
41501,32,37.9427629,-75.4585135,89.8,253,252.4,79.34,162.19,164.7,0.25,7.5,33.3,31.71,-1.6,5.17,0.92,5.23,278.06,4.77,8.72,-9999,1004.02,1025.6,4.7,61.4,-4.1,-2.2,97.6,-8.1,105.9,73.4,5.42,8.67,8.95,9.43,96.86
41502,32,37.9433737,-75.4580374,97.5,284,277.3,79.95,163.69,167.4,0.255,7.9,33.62,31.77,-1.9,5.55,1.28,5.1,278.02,4.77,8.73,-9999,1002.89,1024.9,5,64.6,-4.5,-2.1,97.6,-8.1,105.9,73.1,5.43,8.67,8.87,9.33,97.73
41503,32,37.9439885,-75.4575567,105.9,302,305.3,80.45,166,168.7,0.257,8.7,33.79,31.9,-1.9,5.63,1.58,5.1,278.08,4.76,8.78,-9999,1002.24,1024,5.7,61.8,-5,-2.7,97.6,-7.7,105.9,73,5.43,8.67,8.88,9.34,97.62
41504,32,37.944605,-75.4570703,114.7,336,335.7,81.01,167.25,170.2,0.259,8.8,33.89,32.03,-1.9,5.21,1.72,5.11,278.18,4.75,8.83,-9999,1001.01,1022.9,5.7,61.2,-5,-2.7,97.6,-7.7,105.9,72.9,5.43,8.66,8.88,9.35,97.48
41505,32,37.9452255,-75.4565781,123.5,364,364.7,81.61,169,172.5,0.262,8.7,34.15,32.21,-1.9,5,2.16,5.02,278.17,4.74,8.84,-9999,999.99,1022.9,6,61.3,-5.3,-2.9,97.5,-7,105.9,72.6,5.43,8.65,8.83,9.28,98.03
41506,32,37.9458494,-75.4560796,132.2,400,393.8,82.15,170.06,172.9,0.263,8.9,34.37,32.45,-1.9,5.63,1.94,5.04,278.3,4.72,8.89,-9999,998.69,1022.6,6,61.5,-5.3,-2.9,97.5,-7,105.9,72.3,5.43,8.64,8.84,9.29,97.77
41507,32,37.9464757,-75.455576,141.5,430,424.2,82.48,171.38,174,0.265,9.9,34.45,32.5,-1.9,6.29,0.48,5.04,278.39,4.73,8.95,-9999,997.6,1023,6.4,60.5,-5.6,-3.2,97.5,-8.6,105.9,72.4,5.44,8.65,8.84,9.3,97.81
41508,32,37.9471036,-75.4550718,151.8,456,458.4,82.76,172.5,174.7,0.265,10.5,34.63,32.42,-2.2,6.34,-0.24,5.04,278.46,4.63,8.95,-9999,996.66,1023.6,6.8,62.5,-6,-3.1,97.5,-8.6,105.9,72.3,5.41,8.59,8.84,9.29,97.16
41509,32,37.947735,-75.4545676,162.5,500,499,83.08,173,174.8,0.266,10.8,34.84,32.28,-2.6,6.34,-0.44,5.11,278.65,4.28,9.05,-9999,995.08,1023.9,7.1,66.6,-6.5,-2.8,97.5,-9.8,105.9,72.2,5.29,8.38,8.88,9.34,94.39
41510,32,37.9483699,-75.4540634,173.5,537,550.4,83.37,173.38,175.4,0.268,11,35,32.15,-2.9,6.04,-0.48,5.21,278.86,3.86,9.2,-9999,993.74,1024.1,7.2,70,-6.8,-2.5,97.5,-9.8,105.9,71.9,5.14,8.14,8.94,9.42,91
41511,32,37.9490081,-75.453558,184.2,580,595.2,83.86,174.31,176.4,0.27,10.3,34.92,32.07,-2.9,5.36,-0.79,5.26,279.03,4.03,9.31,-9999,992.19,1024.1,7.2,70.1,-6.8,-2.5,97.5,-9.8,105.9,71.8,5.21,8.24,8.97,9.45,91.79
41512,32,37.949651,-75.453051,194.2,607,625,84.36,175.56,177.4,0.271,9.9,34.69,31.88,-2.8,5.61,-1.53,5.32,279.17,3.89,9.41,-9999,991.22,1023.6,7.3,69.1,-6.8,-2.6,97.5,-9.8,105.9,72,5.16,8.16,9.01,9.5,90.53
41513,32,37.9502996,-75.452545,204.1,643,661,84.75,176.75,178.3,0.273,10,34.58,31.56,-3,5.64,-2.27,5.38,279.33,3.82,9.51,-9999,989.93,1023.3,7.7,69.9,-7.2,-2.6,97.5,-11.2,105.9,72.2,5.14,8.12,9.05,9.54,89.71
41514,32,37.9509533,-75.452042,214.1,668,692.6,85.19,177.38,178.1,0.274,10,34.32,31.24,-3.1,6.19,-3.7,5.39,279.42,3.79,9.56,-9999,989.03,1022.8,7.7,70.9,-7.3,-2.5,97.5,-11.2,106,72.4,5.14,8.1,9.06,9.55,89.43
41515,32,37.9516134,-75.4515435,224.3,711,721.3,85.5,177.62,178.6,0.273,10.6,33.43,30.53,-2.9,7.21,-8.02,5.4,279.56,3.69,9.56,-9999,987.49,1022.5,-9999,-9999,-9999,-9999,97.5,-16.2,106,73.4,5.11,8.04,9.06,9.56,88.72
41516,32,37.9522826,-75.4510588,235.4,739,750.6,85.82,178.12,178.9,0.273,11.2,32.02,29.23,-2.8,7.76,-12.2,5.4,279.64,3.72,9.56,-9999,986.48,1022.4,-9999,-9999,-9999,-9999,97.5,-16.1,106,74.6,5.12,8.06,9.07,9.56,88.9
41517,32,37.9529644,-75.4505941,246.8,772,781.2,86.16,178.06,178.1,0.273,11.5,30.14,27.56,-2.6,8.38,-14.46,5.41,279.74,3.64,9.56,-9999,985.3,1022.4,-9999,-9999,-9999,-9999,97.5,-23.1,106,77,5.1,8.01,9.07,9.57,88.38
41518,32,37.95366,-75.4501547,258.6,814,804,86.45,178.12,178.5,0.273,12.1,28.05,25.57,-2.5,9.02,-15.73,5.35,279.81,3.6,9.51,-9999,983.8,1022.2,-9999,-9999,-9999,-9999,97.5,-22.9,106,79.2,5.09,7.99,9.03,9.53,88.45
41519,32,37.9543699,-75.4497461,270.9,844,849.5,86.74,178,177.8,0.272,12.5,25.93,23.5,-2.4,9.44,-15.97,5.34,279.88,3.64,9.46,-9999,982.72,1022,-9999,-9999,-9999,-9999,97.5,-24.8,106,82.1,5.11,8.01,9.03,9.52,88.79
41520,32,37.9550935,-75.4493686,283.6,885,885.8,87,177.81,177.7,0.273,12.8,23.94,21.44,-2.5,9.4,-15.8,5.32,279.98,3.43,9.46,-9999,981.26,1021.9,-9999,-9999,-9999,-9999,97.5,-24.6,106,84.3,5.04,7.89,9.01,9.5,87.58
41521,32,37.9558292,-75.4490214,296.5,927,936.4,87.34,177.75,177.7,0.273,12.8,22.01,19.47,-2.5,9.48,-15.62,5.28,280.06,3.43,9.41,-9999,979.76,1021.9,-9999,-9999,-9999,-9999,97.5,-24.1,106,86.4,5.05,7.89,8.99,9.47,87.86
41522,32,37.9565763,-75.4487062,309.4,973,981.4,87.57,177.88,177.7,0.274,13.1,20.09,17.5,-2.6,9.83,-15.39,5.19,280.11,3.39,9.36,-9999,978.13,1021.8,-9999,-9999,-9999,-9999,97.5,-23.8,106,88.5,5.05,7.87,8.93,9.4,88.13
41523,32,37.9573338,-75.4484232,322.8,1012,1024.5,87.75,178,177.3,0.273,13.5,18.28,15.54,-2.7,10.02,-15.12,5.16,280.19,3.33,9.31,-9999,976.74,1021.5,-9999,-9999,-9999,-9999,97.5,-23.1,106,90.6,5.03,7.84,8.91,9.38,87.94
41524,32,37.9580993,-75.4481734,336.3,1062,1062.8,87.89,178.19,178.1,0.274,13.8,16.41,13.67,-2.7,10.06,-14.85,5.07,280.25,3.35,9.27,-9999,974.96,1021.5,-9999,-9999,-9999,-9999,97.5,-22.8,106,92.6,5.05,7.85,8.86,9.32,88.6
41525,32,37.9588728,-75.4479557,350.3,1109,1109.3,88.05,178.94,178.3,0.276,13.9,14.3,11.82,-2.5,10.08,-15.48,5.03,280.34,3.32,9.27,-9999,973.3,1021.1,-9999,-9999,-9999,-9999,97.5,-22.5,106,94.7,5.05,7.83,8.83,9.29,88.68
41526,32,37.9596526,-75.4477717,364.4,1160,1154.6,88.17,179.31,179.1,0.277,14.1,12.07,9.74,-2.3,9.98,-16.93,5.01,280.47,3.27,9.27,-9999,971.49,1021,-9999,-9999,-9999,-9999,97.5,-22.1,106,97.1,5.04,7.81,8.82,9.27,88.48
41527,32,37.9604387,-75.4476216,378.4,1211,1194.6,88.42,179.88,180.1,0.278,13.7,9.97,7.68,-2.3,9.73,-18.02,4.98,280.59,3.25,9.27,-9999,969.69,1020.9,-9999,-9999,-9999,-9999,97.5,-24.3,106,99.7,5.04,7.79,8.8,9.25,88.56
41528,32,37.9612316,-75.4475076,392,1237,1227.6,88.68,180.44,179.1,0.278,13.5,7.79,5.52,-2.3,9.88,-18.64,4.93,280.61,3.21,9.22,-9999,968.77,1020.7,-9999,-9999,-9999,-9999,97.5,-23.9,106,101.9,5.03,7.77,8.77,9.21,88.64
41529,32,37.9620292,-75.4474331,405.5,1299,1276.9,88.85,180.62,180,0.278,13.5,5.71,3.26,-2.4,9.29,-18.93,4.87,280.73,3.2,9.17,-9999,966.58,1020.6,-9999,-9999,-9999,-9999,97.5,-24.4,106,104.4,5.04,7.77,8.73,9.17,88.94
41530,32,37.9628308,-75.4473953,418.5,1336,1318.2,89.39,181.31,180.8,0.281,12.1,3.44,1.38,-2.1,8.2,-19.4,4.8,280.77,3.26,9.18,-9999,965.28,1020.6,-9999,-9999,-9999,-9999,97.5,-24,106,106.5,5.07,7.8,8.69,9.12,89.75
41531,32,37.9636386,-75.4473907,430.2,1371,1358.3,89.82,182.19,181.2,0.281,11.8,0.5,359,-1.5,8.68,-21.06,4.78,280.85,3.11,9.18,-9999,964.05,1020.6,-9999,-9999,-9999,-9999,97.5,-25.2,106,109.6,5.02,7.72,8.68,9.1,88.94
41532,32,37.9644494,-75.4474331,441.9,1416,1395.1,90.24,182.69,181.6,0.281,11.7,358.3,356.3,-2,8.22,-22.85,4.73,280.94,2.83,9.13,-9999,962.46,1020.6,-9999,-9999,-9999,-9999,97.5,-24.6,106,112.2,4.93,7.56,8.65,9.06,87.47
41533,32,37.9652618,-75.4475225,453.2,1452,1434.2,90.8,183.5,182.5,0.283,11,356.12,353.76,-2.4,7.99,-23.65,4.68,280.99,2.77,9.13,-9999,961.2,1020.3,-9999,-9999,-9999,-9999,97.5,-27,106,115,4.91,7.53,8.62,9.03,87.4
41534,32,37.9660754,-75.4476606,464.1,1486,1476,91.33,184.38,183.5,0.285,10.8,353.44,351,-2.4,8.3,-24.06,4.58,280.99,2.71,9.08,-9999,960.01,1020.3,-9999,-9999,-9999,-9999,97.5,-26.3,106,117.6,4.9,7.5,8.56,8.96,87.64
41535,32,37.9668861,-75.4478491,475,1530,1512.6,91.79,185.25,184.4,0.287,10.9,350.73,348.18,-2.6,7.93,-24.62,4.53,281.07,2.53,9.09,-9999,958.47,1020.1,-9999,-9999,-9999,-9999,97.5,-26.3,106,120.9,4.84,7.4,8.53,8.92,86.83
41536,32,37.9676934,-75.4480886,485.7,1563,1542.1,92.37,186.31,185.3,0.289,10.5,347.93,345.41,-2.5,7.79,-24.85,4.42,281.05,2.37,9.04,-9999,957.31,1019.9,-9999,-9999,-9999,-9999,97.4,-25.5,106,123.7,4.8,7.33,8.46,8.84,86.57
41537,32,37.9684956,-75.4483802,496.3,1595,1576.4,92.87,186.94,185.5,0.289,10.7,345.23,342.5,-2.7,7.83,-24.08,4.41,281.14,2.12,9.04,-9999,956.19,1020,-9999,-9999,-9999,-9999,97.4,-24.4,106,126.5,4.72,7.2,8.46,8.84,85.07
41538,32,37.9692897,-75.4487228,506.8,1644,1609.2,93.51,187.94,186.2,0.29,10.1,342.96,339.96,-3,6.85,-23.62,4.43,281.3,1.76,9.09,-9999,954.48,1019.8,-9999,-9999,-9999,-9999,97.4,-23.6,106,128.9,4.6,7.01,8.47,8.85,82.8
41539,32,37.9700775,-75.4491096,516.5,1659,1652.4,94.26,188.69,186.6,0.289,9.5,340,337.47,-2.5,7.43,-23.54,4.44,281.36,1.87,9.09,-9999,953.96,1019.5,-9999,-9999,-9999,-9999,97.4,-22.5,106,131.1,4.64,7.07,8.48,8.86,83.37
41540,32,37.9708567,-75.4495456,526.2,1694,1672.2,94.85,188.88,186.9,0.292,9.9,337.47,334.71,-2.8,7.55,-23.28,4.42,281.44,2.13,9.15,-9999,952.74,1019.5,-9999,-9999,-9999,-9999,97.4,-21.5,106,134,4.74,7.2,8.46,8.85,85.07
41541,32,37.9716239,-75.4500298,535.9,1722,1631,95.64,189.44,186.9,0.293,9.2,335.38,332.34,-3,6.84,-22.77,4.39,281.49,1.99,9.15,-9999,951.76,1019.3,-9999,-9999,-9999,-9999,97.4,-20.4,106,135.8,4.69,7.13,8.45,8.82,84.41
41542,32,37.9723745,-75.4505506,544.6,1748,1660.2,96.5,190.38,188.2,0.294,8.3,333.15,330.14,-3,6.71,-22.16,4.36,281.54,1.94,9.15,-9999,950.86,1018.9,-9999,-9999,-9999,-9999,97.4,-19.6,106,138,4.68,7.1,8.43,8.8,84.26
41543,32,37.9731314,-75.4511235,552.8,1780,1684.3,97.45,191.25,189.2,0.296,7.9,330.92,327.96,-3,6.57,-21.38,4.28,281.55,1.91,9.16,-9999,949.75,1018.9,-9999,-9999,-9999,-9999,97.4,-18.2,106,139.6,4.68,7.09,8.38,8.75,84.58
