Time_Start,Day_Of_Year,Latitude,Longitude,GPS_Altitude,Pressure_Altitude,Ground_Speed,True_Air_Speed,Mach_Number,Vertical_Speed,True_Heading,Track_Angle,Drift_Angle,Pitch_Angle,Roll_Angle,Static_Air_Temp,Potential_Temp,Total_Air_Temp,Static_Pressure,Cabin_Pressure,Wind_Speed,Wind_Direction,Solar_Zenith_Angle,Aircraft_Sun_Elevation,Sun_Azimuth,Aircraft_Sun_Azimuth
68369,36,32.0095689,-81.1330196,8.3,25,57.8,111.58,0.166,1.8,270.8,272.1,1.3,12.27,-0.76,25.2,297.3,26.9,1012.4,1004.7,1.4,164.4,51.6,33.1,-155.2,-57.6
68370,36,32.009587,-81.1337714,12.8,65,59.4,115.46,0.172,3.5,270.32,271.8,1.4,18.58,-2.04,24.6,296.8,26.4,1010.9,1004.6,1.5,181.1,51.6,30.5,-155.2,-53.1
68371,36,32.0096006,-81.1345176,21.9,110,59,117.41,0.175,5.5,270.32,271.2,0.9,23.48,-2.78,24,296.4,25.8,1009.2,1001.8,1.7,237.5,51.6,28.1,-155.2,-50.3
68372,36,32.0096093,-81.1349262,37.4,167,58.6,119.74,0.179,6.5,270.41,270.7,0.3,23.51,-2.35,24.2,296.7,26.1,1007.1,1000.3,3,264.8,51.6,27.8,-155.2,-50.7
68373,36,32.0096154,-81.135677,57.9,240,59.3,120.71,0.18,6.4,269.43,270.5,1.1,21.52,-3.25,23.3,296.1,25.2,1004.5,997.3,3,247.9,51.6,29.4,-155.2,-50.1
68374,36,32.0096185,-81.1364175,79.6,307,60.2,121.1,0.181,6.3,267.25,270.1,2.9,21.65,-2.54,23.1,296.1,25,1002.1,995.7,3.7,213.2,51.6,28.1,-155.2,-48.8
68375,36,32.0096175,-81.1368081,100.4,370,60.6,123.05,0.184,6.5,265.81,269.7,3.9,22.42,-1.13,22.4,295.6,24.4,999.7,992.6,5,210.4,51.6,26.1,-155.2,-48.3
68376,36,32.0096135,-81.1375393,121.7,447,60.8,123.05,0.184,6.9,265.8,269.5,3.7,22.06,-0.38,22.7,296.1,24.7,997,989.5,4.7,209.6,51.6,25.8,-155.2,-49
68377,36,32.0096083,-81.1382657,144.2,520,61.5,124.6,0.186,6.8,266.35,269.4,3.1,21.58,0.57,22,295.6,24,994.3,987.5,4.2,215.7,51.6,25.5,-155.2,-50.3
68378,36,32.0096031,-81.1389839,167.1,590,62.2,129.07,0.193,6.8,266.93,269.5,2.6,21.65,0.93,21.7,295.5,23.9,991.9,983.5,5.1,233.7,51.6,25.3,-155.2,-51
68379,36,32.0095985,-81.1393551,189.7,660,62.3,130.63,0.195,7.2,267.32,269.5,2.2,22.03,-0.44,21.5,295.6,23.8,989.3,984.3,5.5,241.7,51.6,26.3,-155.2,-50.2
68380,36,32.0095935,-81.1400677,213.2,745,62.6,132.76,0.199,7.3,267.71,269.5,1.7,21.7,-0.87,21.7,296,24,986.3,979.9,6.1,248.9,51.6,26.9,-155.2,-50.3
68381,36,32.0095875,-81.1407746,237.6,817,63.3,132.18,0.198,7.1,267.45,269.3,1.9,20.87,-1.12,21.4,295.9,23.7,983.6,976,5.2,244.1,51.6,27.5,-155.2,-50.3
68382,36,32.0095798,-81.1414737,261.6,897,64,134.9,0.202,7,266.79,269.1,2.3,20.56,-1.75,20.9,295.7,23.3,980.8,973.6,6,241.5,51.6,28,-155.2,-49.4
68383,36,32.009569,-81.1421656,285.3,965,64.7,134.9,0.202,7,266.52,268.8,2.3,20.84,-1.69,20.9,295.9,23.3,978.4,971.5,5.4,238.1,51.6,27.7,-155.2,-49.1
68384,36,32.0095548,-81.1428526,308.6,1040,64.9,137.04,0.205,7.2,266.34,268.7,2.3,21.79,-0.5,20.7,295.9,23.2,975.8,969,6.3,241,51.6,26.2,-155.2,-49.4
68385,36,32.0095411,-81.1435399,332.5,1122,64.8,137.43,0.206,7.6,265.96,268.7,2.7,22.04,0.04,20.5,296,23,972.8,965.7,6.7,238.6,51.6,25.5,-155.2,-49.4
68386,36,32.0095271,-81.1442264,357.7,1207,65,139.37,0.209,7.7,265.79,268.6,2.8,22.03,-0.26,20.2,295.9,22.7,969.8,963.2,7.5,240.6,51.6,25.7,-155.2,-49.1
68387,36,32.0095125,-81.1449106,383.4,1290,65.3,139.76,0.21,7.7,265.84,268.5,2.7,22.25,-0.29,20,296,22.6,966.9,959.8,7.3,241.4,51.6,25.5,-155.2,-49
68388,36,32.0094972,-81.145593,409.4,1372,65.4,139.76,0.21,7.8,266.19,268.5,2.3,22.24,-0.2,19.5,295.7,22.1,964,957,7.1,244.3,51.6,25.6,-155.2,-49.4
68389,36,32.0094813,-81.146273,435.6,1455,65.7,139.96,0.21,7.8,266.64,268.5,1.8,22.09,-0.26,19.6,296.1,22.2,961.1,954.2,6.7,248,51.6,25.9,-155.2,-49.7
68390,36,32.0094652,-81.1469508,461.7,1540,65.8,139.96,0.21,7.8,267.17,268.4,1.3,22.53,0.07,19.3,296,21.9,958.2,953,6.4,254.4,51.6,25.5,-155.2,-50.2
68391,36,32.0094493,-81.1476279,488,1622,65.8,140.54,0.211,8,267.56,268.5,1,22.85,0.66,18.7,295.7,21.3,955.2,948.6,6.6,258.1,51.6,24.9,-155.2,-50.9
68392,36,32.0094332,-81.1483051,514.7,1712,65.7,141.71,0.212,8.2,267.43,268.7,1.2,22.88,0.51,18.4,295.7,21,952.1,945.8,7.4,256,51.6,25,-155.1,-50.6
68393,36,32.0094203,-81.1489827,542,1800,65.8,140.54,0.211,8.2,266.94,268.8,1.8,22.67,0.93,18.6,296.2,21.2,949,942,6.9,248.8,51.6,24.6,-155.1,-50.6
68394,36,32.0094085,-81.1496588,569.6,1887,65.9,140.93,0.212,8.2,266.48,269,2.5,22.41,1.54,18.2,296,20.9,946.1,939.5,7.3,243,51.6,24.2,-155.1,-50.8
68395,36,32.0093983,-81.1506765,597.1,1980,66.2,141.71,0.213,8.1,266.36,269.1,2.7,21.85,1.41,17.7,295.8,20.3,942.8,936.8,7.5,241.3,51.6,24.6,-155.1,-50.8
68396,36,32.0093893,-81.151346,624.7,2065,66.7,141.12,0.212,7.9,266.7,269.2,2.5,21.32,1.83,17.7,296.1,20.3,939.9,933.3,6.6,240.7,51.6,24.7,-155.1,-51.5
68397,36,32.0093825,-81.1520113,651.7,2150,67,142.68,0.215,8,267.21,269.4,2.2,21.52,1.07,17.7,296.3,20.4,937,930,6.9,245.6,51.6,25.3,-155.1,-51.3
68398,36,32.009377,-81.1526749,678.7,2235,67.1,144.23,0.218,8.3,267.71,269.5,1.8,21.98,-0.69,17,295.9,19.8,934.1,927.6,7.4,251.3,51.6,26.5,-155.1,-50.3
68399,36,32.0093719,-81.1533392,706.3,2330,66.9,145.59,0.22,8.5,267.75,269.5,1.8,22.58,-0.62,16.8,296,19.6,930.8,924.7,8.3,253.5,51.6,26.1,-155.1,-50.2
68400,36,32.0093641,-81.1540037,734.7,2420,66.7,147.54,0.223,8.7,267.08,269.5,2.4,23.13,0.24,16.5,295.9,19.4,927.7,922.1,9.7,250.2,51.6,24.9,-155.1,-50
68401,36,32.0093596,-81.1546727,763.7,2517,66.4,147.93,0.223,8.9,266.44,269.6,3.2,23.67,1.3,16.3,296,19.2,924.4,918.3,10.5,246,51.6,23.6,-155.1,-50.1
68402,36,32.0093564,-81.1553447,793.5,2615,66.2,148.51,0.224,9,266.29,269.8,3.5,23.94,1.41,16.2,296.2,19.1,921.1,915.1,11.1,244.9,51.6,23.3,-155.1,-50
68403,36,32.009355,-81.1560199,823.6,2710,65.7,148.7,0.225,9.1,266.84,270,3.1,24.25,1.58,15.9,296.2,18.8,917.9,911.8,11.5,248.5,51.6,23.1,-155.1,-50.4
68404,36,32.0093564,-81.1567008,854.2,2810,65.2,147.93,0.224,9.4,267.81,270.3,2.5,24.55,2.63,15.4,296,18.3,914.5,908.3,11.3,253.3,51.6,22.4,-155.1,-51.9
68405,36,32.0093618,-81.1573863,885.5,2912,64.9,148.51,0.224,9.4,268.6,270.7,2.1,24.66,2.48,15.6,296.6,18.5,911,905.4,11.8,257,51.6,22.6,-155.1,-52.3
68406,36,32.0093714,-81.1580744,917.1,3010,64.6,149.09,0.226,9.3,268.67,271.2,2.4,24.68,1.55,15.1,296.3,18,907.7,902.2,12.5,255.5,51.6,23.4,-155.1,-51.7
68407,36,32.0093846,-81.1587669,948.6,3115,64.1,149.87,0.227,9.4,267.86,271.4,3.6,24.89,1.26,15.2,296.8,18.2,904.3,897.6,13.7,251.1,51.6,23.2,-155.1,-50.8
68408,36,32.0093981,-81.1594635,980.3,3217,63.7,148.7,0.225,9.4,267.04,271.5,4.4,25.27,-0.77,14.4,296.3,17.3,900.9,894.9,13.9,246.2,51.6,24.2,-155.1,-48.5
68409,36,32.0094126,-81.1601657,1012.1,3315,63.1,143.26,0.217,9.6,266.9,271.5,4.6,25.94,0.54,14.3,296.5,17,897.6,890.1,11.9,241.8,51.6,22.8,-155.1,-49.2
68410,36,32.0094281,-81.1608762,1044,3417,62.2,142.87,0.217,9.8,267.03,271.7,4.7,26.36,2.15,14.3,296.8,17,894.2,887.7,12.6,243.3,51.6,21.3,-155.1,-50.4
68411,36,32.0094468,-81.1615944,1076.7,3527,61.7,142.29,0.215,9.8,267.18,272.1,4.9,26.38,2.56,13.7,296.5,16.4,890.6,883.3,12.9,242.9,51.6,21,-155.1,-50.8
68412,36,32.0094689,-81.1623178,1109.8,3632,61.2,139.96,0.212,9.8,267.57,272.5,4.9,26.29,2.51,13.6,296.7,16.2,887.1,880.1,12.2,242.1,51.6,21.3,-155.1,-51.1
68413,36,32.0094944,-81.1627031,1142.8,3740,60.8,142.29,0.216,9.8,268.1,272.8,4.7,26.12,1.15,13.2,296.7,15.9,883.6,877.6,13.6,246.5,51.7,22.6,-155.1,-50.5
68414,36,32.009522,-81.1634361,1175.8,3847,60.4,142.68,0.217,9.7,268.9,273,4.1,25.54,1.19,13,296.8,15.7,880.1,874.1,13.8,250.7,51.7,23.2,-155.1,-51.3
68415,36,32.0095517,-81.1641696,1208.6,3960,60.8,141.12,0.214,9.2,268.96,273.2,4.2,24.13,1.17,12.7,296.8,15.3,876.4,870.9,12.8,248.4,51.7,24.1,-155.1,-51.8
68416,36,32.0095815,-81.1648943,1240.5,4047,61.7,140.54,0.214,8.4,268.2,273.3,5.1,22.4,1.79,12.8,297.2,15.4,873.5,868.8,12.2,241.4,51.7,24.5,-155.1,-52.3
68417,36,32.009614,-81.1656117,1269.9,4140,62.6,139.76,0.212,7.9,267.41,273.3,5.9,21.48,1.3,12.2,296.9,14.8,870.5,864.5,11.6,233.7,51.7,25.2,-155.1,-51.6
68418,36,32.0096466,-81.165978,1297.5,4215,63,141.9,0.216,7.8,267.19,273.3,6.1,21.67,0.63,12.3,297.2,15,868.2,860.8,12.3,234.3,51.7,25.5,-155,-50.9
68419,36,32.0096789,-81.166687,1323.7,4300,62.8,142.48,0.217,8,267.95,273.3,5.3,22.5,0.52,11.7,296.9,14.4,865.4,859.1,12.3,239.4,51.7,25.3,-155,-51.1
68420,36,32.0097119,-81.167396,1350.6,4387,63,141.71,0.215,7.9,268.96,273.4,4.4,22.46,-0.24,11.8,297.3,14.4,862.6,856.3,11.2,243.2,51.7,26.2,-155,-51.4
68421,36,32.0097451,-81.1681043,1377.8,4467,62.8,141.12,0.215,8.2,269.11,273.3,4.2,22.82,-0.88,11.6,297.3,14.2,860,853,11,244.4,51.7,26.5,-155,-50.9
68422,36,32.0097773,-81.1688163,1405.1,4565,62.4,139.96,0.213,8.6,268.69,273.3,4.6,23.26,-0.41,11.2,297.2,13.8,856.9,850.3,11,241.6,51.7,25.8,-155,-50.8
68423,36,32.0098088,-81.1695312,1433.6,4660,62.2,138.21,0.21,8.7,267.71,273.2,5.4,23.44,-1.2,11.7,298,14.2,853.9,847.6,10.9,234.8,51.7,25.9,-155,-49.3
68424,36,32.0098372,-81.1702463,1462.8,4765,62.4,143.65,0.219,8.5,266.75,273,6.2,23.02,-1.01,11,297.6,13.7,850.5,844.4,13.7,237,51.7,25.8,-155,-48.8
68425,36,32.0098651,-81.1706136,1492.1,4842,62.9,139.96,0.213,8.1,265.92,272.7,6.8,22.26,-0.73,11.1,298,13.7,848,842.4,12.1,228,51.7,25.8,-155,-48.7
68426,36,32.0098916,-81.1713213,1519.8,4935,63.2,144.43,0.22,7.9,265.55,272.6,7.1,21.45,0.29,10.4,297.5,13.2,845.1,839.6,13.9,231.7,51.7,25.5,-155,-49.4
68427,36,32.0099172,-81.1720249,1547.1,5017,63.5,145.2,0.222,7.8,265.38,272.5,7.1,21.3,0.16,10.5,297.9,13.3,842.5,836,14.1,231.4,51.7,25.6,-155,-49.2
68428,36,32.0099423,-81.1727256,1573.8,5105,63.8,144.23,0.22,7.7,265.89,272.5,6.6,21.2,0.11,10.9,298.6,13.6,839.8,832.7,13.1,231.7,51.7,25.8,-155,-49.6
68429,36,32.0099667,-81.1734221,1600.2,5192,64.2,142.29,0.216,7.5,266.73,272.4,5.7,20.9,0.05,12.1,300.1,14.7,837,830.8,11.3,232.5,51.7,26.3,-155,-50.4
68430,36,32.0099909,-81.1741128,1626,5265,64.8,141.9,0.215,7.2,267.75,272.4,4.7,20.46,1.32,12.8,301.1,15.5,834.8,827.2,9.9,235.8,51.7,25.9,-155,-52.2
68431,36,32.010017,-81.1748007,1650.8,5340,64.8,144.23,0.218,7.5,268.39,272.8,4.4,21.26,2.55,13.6,302.2,16.3,832.4,824.2,10.8,240.9,51.7,24.6,-155,-53.3
68432,36,32.0100469,-81.1754911,1675.9,5415,64.3,144.82,0.219,8,268.24,273.4,5.1,22.54,4.04,14.6,303.5,17.3,830,822.1,12,239.3,51.7,22.6,-155,-53.7
68433,36,32.0100852,-81.1761894,1702.4,5512,63.6,145.01,0.219,8.5,267.28,274.2,6.9,23.68,4.61,14.9,304.1,17.7,827.1,819.7,13.8,233.5,51.7,21.2,-155,-53
68434,36,32.0101303,-81.1768952,1730.6,5607,63,144.04,0.218,8.8,266.83,274.9,8,24.19,4.76,15.3,304.9,18.1,824.1,818.3,14.7,229.8,51.7,20.6,-155,-52.6
68435,36,32.0101813,-81.1776066,1760,5702,62.6,143.65,0.217,8.8,267.7,275.5,7.8,24.26,5.69,15.9,305.8,18.6,821.1,814.6,14.6,232.1,51.7,20.1,-155,-53.9
68436,36,32.0102396,-81.1783217,1789.6,5795,62.4,143.46,0.217,8.7,269.46,276.4,6.9,23.91,7.49,15.4,305.6,18.1,818.3,811.6,14.1,237,51.7,19.3,-155,-56.6
68437,36,32.0103077,-81.1786961,1819.1,5890,62.4,142.48,0.215,8.6,271.15,277.6,6.4,23.35,9.22,15.2,305.7,17.9,815.4,809.1,13.3,239.3,51.7,18.6,-155,-59.1
68438,36,32.0103883,-81.1794155,1848.3,5977,62.5,142.29,0.215,8.4,272.24,279,6.7,23.05,10.09,15.2,306,17.8,812.7,806.8,13.3,238.8,51.7,18.4,-155,-60.6
68439,36,32.0104827,-81.1801368,1877,6070,62.6,141.9,0.215,8.3,272.9,280.4,7.4,23.01,10.2,15.2,306.3,17.8,809.9,802.5,13.7,236.1,51.7,18.4,-155,-61.2
68440,36,32.0105895,-81.1808591,1905.5,6155,62.7,141.51,0.214,8.2,273.88,281.7,7.8,22.84,10.06,14.9,306.2,17.5,807.3,802,13.7,235.3,51.7,18.9,-155,-61.9
68441,36,32.0107103,-81.1812403,1933.5,6242,62.9,141.12,0.214,8,275.54,283,7.4,22.33,10.19,14.8,306.4,17.5,804.6,798.2,13.1,236.9,51.7,19.4,-155,-63.4
68442,36,32.010844,-81.181965,1961,6330,63.3,140.73,0.213,7.7,277.77,284.3,6.5,21.55,10.74,14.7,306.6,17.3,802,796.1,11.9,240.6,51.7,19.9,-155,-65.7
68443,36,32.0109915,-81.1826885,1987.8,6405,63.9,140.73,0.213,7.5,280,285.7,5.6,20.7,11.72,14.6,306.7,17.3,799.7,793.8,10.9,244.3,51.7,19.9,-154.9,-68.3
68444,36,32.0111551,-81.1834112,2013.6,6485,64.4,141.9,0.215,7.3,281.67,287.3,5.6,20.23,12.78,14.9,307.3,17.5,797.3,789,10.9,246.3,51.7,19.5,-154.9,-70.3
68445,36,32.011337,-81.1841355,2038.6,6560,64.8,142.48,0.216,7.3,282.74,289.2,6.4,20.62,13.54,14.6,307.3,17.3,795,787.6,11.5,243.5,51.7,18.9,-154.9,-71.4
68446,36,32.011539,-81.1845213,2063.5,6637,64.9,142.87,0.216,7.5,283.5,291.3,7.7,21.53,13.79,14.8,307.7,17.5,792.6,785.3,12.7,239.7,51.7,18.5,-154.9,-71.9
68447,36,32.0117615,-81.1852589,2088.8,6722,64.9,142.29,0.215,7.7,284.53,293.4,8.8,22.53,13.84,14.8,308,17.5,790.1,783.1,13.5,236.7,51.7,18.4,-154.9,-72.5
68448,36,32.012004,-81.1860074,2114.9,6805,64.8,141.9,0.215,8,286.18,295.6,9.4,23.28,14.08,14.3,307.8,17,787.7,781.3,14,236.7,51.7,18.3,-154.9,-73.7
68449,36,32.0122659,-81.1864246,2141.8,6895,64.9,140.73,0.213,8,288.04,297.7,9.6,22.59,14.64,14.5,308.3,17.1,785,778.8,13.8,235.8,51.7,18.5,-154.9,-75.6
68450,36,32.0125466,-81.1871925,2169.2,6980,65.5,140.54,0.213,7.7,289.73,299.4,9.7,21.24,15.41,14.4,308.5,17,782.4,776,13.4,234.8,51.7,18.7,-154.9,-77.7
68451,36,32.012846,-81.18762,2195.9,7062,66.4,140.73,0.213,7.2,291.34,301.1,9.7,19.96,16.05,14.3,308.6,16.9,780,773.6,13.2,233.1,51.7,18.9,-154.9,-79.6
68452,36,32.0131652,-81.1883927,2221.3,7135,67.5,141.12,0.214,6.8,293.2,302.9,9.6,19.19,16.7,14.1,308.6,16.8,777.9,770.4,12.9,231.3,51.7,18.9,-154.9,-81.5
68453,36,32.0135061,-81.1888259,2245.1,7202,68.4,140.73,0.213,6.6,295.52,304.9,9.3,19.25,17.45,14.1,308.9,16.7,775.9,768.4,12.2,229.3,51.7,18.8,-154.9,-83.6
68454,36,32.0138709,-81.189611,2268,7275,69.2,140.93,0.214,6.6,298.08,307.3,9.1,19.6,18.32,13.9,308.9,16.5,773.7,767.5,11.9,228.8,51.7,18.5,-154.9,-85.9
68455,36,32.014261,-81.1900655,2290.7,7345,69.9,140.73,0.213,6.7,300.72,309.8,9,19.92,18.99,14,309.2,16.6,771.7,766.1,11.5,227.7,51.7,18.6,-154.9,-88.1
68456,36,32.0146768,-81.1905354,2313.7,7417,70.6,140.54,0.213,6.8,303.38,312.4,8.9,20.08,19.23,13.6,309.1,16.2,769.5,762.9,11.4,226.5,51.7,19.1,-154.9,-90.2
68457,36,32.0151179,-81.1913661,2337,7490,71.3,141.12,0.214,6.9,306.06,315,8.9,20.16,19.53,13.6,309.3,16.2,767.4,761,11.3,227.1,51.7,19.6,-154.9,-92.3
68458,36,32.0155839,-81.1918725,2360.5,7567,72,141.71,0.215,6.9,308.66,317.5,8.8,19.86,19.8,13.3,309.2,15.9,765.2,758.7,11.2,227.7,51.7,20.2,-154.9,-94.5
68459,36,32.016074,-81.1923976,2384.2,7640,72.8,141.71,0.215,6.7,311.14,319.9,8.7,19.29,19.92,13,309.2,15.7,763.1,757.6,11.1,226,51.7,20.9,-154.9,-96.6
68460,36,32.0165879,-81.1925969,2407.7,7712,73.8,141.9,0.216,6.5,313.48,322.2,8.7,18.46,19.96,12.9,309.3,15.6,760.9,753.9,11.2,223.8,51.7,21.6,-154.9,-98.7
68461,36,32.0171254,-81.1931559,2430.5,7785,75,142.87,0.217,6.2,315.79,324.3,8.5,17.61,19.99,12.7,309.3,15.4,758.9,751.5,11.1,222.3,51.7,22.3,-154.9,-100.7
68462,36,32.0176867,-81.1937316,2452.5,7850,76.3,143.46,0.218,6,318.13,326.5,8.3,16.8,20.01,12.5,309.3,15.2,757,750.6,11.2,219.5,51.7,23,-154.9,-102.8
68463,36,32.0182721,-81.1939814,2473.5,7912,77.7,144.62,0.22,5.7,320.5,328.6,8.1,16.05,20.06,12,309,14.7,755.1,749.6,11.2,217.5,51.7,23.6,-154.9,-105
68464,36,32.0188819,-81.194593,2493.8,7972,79.1,146.18,0.222,5.5,322.89,330.8,7.9,15.35,20.12,12.1,309.3,14.9,753.4,748.2,11.3,216.8,51.7,24.2,-154.9,-107.1
68465,36,32.0195161,-81.1948814,2513.5,8032,80.6,147.54,0.225,5.4,325.29,332.9,7.6,14.81,20.19,11.9,309.3,14.7,751.7,747.6,11.4,214.8,51.7,24.8,-154.9,-109.2
68466,36,32.0201748,-81.1951916,2532.5,8090,82.1,149.48,0.227,5.3,327.64,335.1,7.5,14.39,20.21,11.4,309,14.4,750,746.2,11.6,214.7,51.7,25.4,-154.9,-111.3
68467,36,32.0208575,-81.1955251,2551.3,8150,83.5,151.62,0.231,5.3,329.96,337.3,7.3,14.05,20.24,11.3,309,14.3,748.3,744.3,11.7,215.7,51.7,26.1,-154.9,-113.2
68468,36,32.0215639,-81.1958839,2569.7,8205,85,153.37,0.234,5.3,332.3,339.5,7.2,13.93,20.31,11.7,309.7,14.8,746.7,743.3,12,215.3,51.7,26.8,-154.8,-115.1
68469,36,32.022293,-81.1962705,2588.2,8265,86.4,155.31,0.236,5.4,334.75,341.8,7.1,14.27,20.3,11.3,309.4,14.4,745.1,742.4,12.1,215.9,51.7,27.7,-154.8,-116.9
68470,36,32.0230432,-81.1966884,2607,8322,87.6,156.87,0.239,5.8,337.55,344.3,6.7,15.33,20.35,11.2,309.5,14.4,743.4,741.4,12.1,216.1,51.7,29.1,-154.8,-118.7
68471,36,32.0238112,-81.1968003,2626.4,8382,88.3,157.84,0.24,6.4,340.87,347,6.1,17.24,20.55,11,309.5,14.3,741.7,739.6,11.5,215.9,51.7,30.9,-154.8,-120.4
68472,36,32.0245917,-81.1969567,2647.6,8460,88.4,158.81,0.242,7.3,344.42,350,5.5,19.16,21.08,11.2,310,14.5,739.5,737.9,10.6,218.3,51.7,32.7,-154.8,-122.2
68473,36,32.0253792,-81.1971616,2671.5,8542,88.4,159.59,0.243,7.9,347.38,352.9,5.5,19.69,21.62,10.9,309.9,14.2,737.1,735.6,10.3,222.7,51.7,33.8,-154.8,-124.3
68474,36,32.0261721,-81.1970673,2697.9,8635,88.6,160.56,0.245,8.1,349.6,355.4,5.8,19.15,21.96,10.7,310,14.1,734.5,733.2,10.5,227.8,51.7,34.2,-154.8,-126.3
68475,36,32.0269725,-81.1973542,2725.4,8725,89.3,161.73,0.247,7.8,351.27,357.6,6.3,18.14,22.2,10.4,310,13.8,732,732.9,11.3,231.8,51.7,34.3,-154.8,-128.1
68476,36,32.0277815,-81.197332,2752.6,8810,90.3,162.7,0.248,7.5,352.88,359.7,6.8,17.51,22.35,10.3,310.2,13.7,729.6,729,12.3,233.8,51.7,34.6,-154.8,-129.6
68477,36,32.0285992,-81.1973443,2778.9,8882,91.2,163.67,0.249,7.3,354.91,1.8,6.9,17.33,22.21,10,310.1,13.6,727.5,726.6,12.6,234.8,51.8,35.5,-154.8,-131.3
68478,36,32.0294236,-81.1970499,2804.3,8962,92,164.64,0.251,7.3,357.6,4,6.4,17.18,22.13,9.9,310.3,13.5,725.3,723.3,12.3,234.3,51.8,36.7,-154.8,-133.6
68479,36,32.0302528,-81.1971372,2829.3,9040,92.7,165.81,0.253,7.2,0.75,6.3,5.5,16.86,22.37,9.8,310.4,13.4,723.1,722.6,11.4,232.9,51.8,37.8,-154.8,-136.2
68480,36,32.0310849,-81.1969219,2854.2,9120,93.4,166.78,0.255,7.3,3.97,8.7,4.7,16.54,23.05,9.8,310.7,13.4,721,719.6,10.6,230.6,51.8,38.5,-154.8,-138.8
