Time_Start,Day_Of_Year,Latitude,Longitude,GPS_Altitude,Pressure_Altitude,Radar_Altitude,Ground_Speed,True_Air_Speed,Indicated_Air_Speed,Mach_Number,Vertical_Speed,True_Heading,Track_Angle,Drift_Angle,Pitch_Angle,Roll_Angle,Static_Air_Temp,Potential_Temp,Dew_Point,Total_Air_Temp,IR_Surf_Temp,Static_Pressure,Cabin_Pressure,Wind_Speed,Wind_Direction,U,V,Solar_Zenith_Angle,Aircraft_Sun_Elevation,Sun_Azimuth,Aircraft_Sun_Azimuth,Mixing_Ratio,Part_Press_Water_Vapor,Sat_Vapor_Press_H2O,Sat_Vapor_Press_Ice,Relative_Humidity
66349,12,37.9310855,-75.4677376,14,-216,2,49.31,86.81,87.7,0,0,31.29,32.21,0.9,-3.09,0.63,18.51,289.91,10.98,19.6,-9999,1021.18,1027.7,4.7,221,3.1,3.5,62.1,25.4,-160.3,168.8,8.17,13.24,21.52,25.73,61.55
66350,12,37.9314716,-75.4674339,14,-223,1.7,51.62,89.31,93.5,0,0,31.54,31.95,0.4,-2.81,0.4,18.5,289.89,10.91,19.73,-9999,1021.44,1027.9,5.7,215.3,3.3,4.7,62.1,24.8,-160.3,169,8.13,13.18,21.51,25.73,61.27
66351,12,37.931875,-75.4671154,14,-214,1.4,53.93,95.38,96.4,0,-0.1,31.68,32.23,0.5,-3.09,0.47,18.56,289.98,10.84,19.84,-9999,1021.11,1027.7,4.9,217.7,3,3.9,62.1,24.8,-160.3,168.7,8.09,13.12,21.59,25.84,60.76
66352,12,37.9322944,-75.4667813,14,-222,1.5,56.13,98,99.5,0,0.1,31.51,32.18,0.7,-2.79,0.48,18.62,290.01,10.78,19.95,-9999,1021.41,1027.7,5.8,218.1,3.6,4.6,62.1,24.7,-160.3,168.7,8.06,13.07,21.67,25.94,60.31
66353,12,37.9327304,-75.4664347,14,-214,0.9,58.3,104.5,106.6,0,0,31.65,32.22,0.6,-3.11,0.58,18.53,289.94,10.88,20.09,-9999,1021.11,1027.7,4.6,219,2.9,3.6,62.1,24.7,-160.3,168.8,8.12,13.15,21.54,25.77,61.06
66354,12,37.9331819,-75.466072,14,-219,2,60.44,107.25,114.1,0,0,31.25,32.4,1.1,-3.25,0.65,18.6,290,10.9,20.2,-9999,1021.29,1027.6,5.4,224.3,3.8,3.9,62.1,24.7,-160.3,168.9,8.13,13.17,21.64,25.91,60.86
66355,12,37.9336506,-75.465699,14,-207,2.3,62.54,111.25,111.9,0,-0.1,31.19,32.16,1,-3.32,0.72,18.65,290.08,11.01,20.31,-9999,1020.85,1028,5.4,222.5,3.6,4,62.1,24.7,-160.3,169.2,8.19,13.27,21.71,26,61.11
66356,12,37.9341359,-75.4653146,13,-211,2.3,64.56,115.38,117.2,0,0.1,31.36,32.18,0.8,-3.38,0.67,18.61,290.03,11.1,20.44,-9999,1021,1028.1,5.3,221.4,3.5,4,62.1,24.5,-160.3,169.2,8.24,13.35,21.66,25.93,61.64
66357,12,37.9346361,-75.4649175,13,-223,2,66.57,119.5,124.2,0,0,31.14,32.2,1.1,-3.14,0.64,18.52,289.9,11.16,20.62,-9999,1021.44,1028,5.2,224.8,3.7,3.7,62.1,24.5,-160.3,169.2,8.27,13.4,21.53,25.75,62.24
66358,12,37.9351517,-75.464509,13,-232,1.4,68.5,123.94,125.8,0,-0.1,31.23,32.05,0.8,-1.74,0.44,18.75,290.1,10.86,20.76,-9999,1021.77,1027.9,4.8,222.8,3.3,3.5,62.1,24.6,-160.3,169.2,8.1,13.14,21.84,26.18,60.15
66359,12,37.9356817,-75.464089,14,-257,0,70.35,124.44,127,0,-0.3,31.27,32.16,0.9,0.05,0.78,18.74,290.02,10.8,20.82,-9999,1022.7,1028.1,6.4,221.1,4.2,4.8,62.1,24.6,-160.3,169.1,8.06,13.08,21.83,26.17,59.93
66360,12,37.9362255,-75.4636599,14,-279,0,71.9,126.88,127.4,0,0.6,31.1,32.03,0.9,3.23,1.62,18.84,290.06,10.85,20.92,-9999,1023.51,1028.7,6.7,221.2,4.4,5,62.1,27.8,-160.3,169,8.08,13.13,21.97,26.36,59.75
66361,12,37.9367795,-75.4632227,16,-259,4,73.14,127.88,130.6,0,2,30.94,32.07,1.1,3.76,2.97,18.8,290.08,10.88,21.04,-9999,1022.77,1029.4,7.5,222.1,5,5.6,62.1,27.8,-160.3,169.1,8.1,13.15,21.92,26.29,60.01
66362,12,37.9373427,-75.4627775,18,-232,11.6,74.3,133.31,137.6,0.206,2.6,30.61,31.99,1.4,4.11,2.07,18.75,290.11,10.93,21.22,-9999,1021.77,1029.8,6,228.1,4.5,4,62.1,31.7,-160.3,170.3,8.14,13.2,21.84,26.19,60.42
66363,12,37.937914,-75.4623283,21,-202,19.7,75.19,137.06,137.2,0.208,3.3,30.49,31.89,1.4,4.99,2.08,18.79,290.24,10.94,21.32,-9999,1020.67,1029.6,5,231.9,3.9,3.1,62.1,31.7,-160.3,170.5,8.15,13.21,21.91,26.27,60.29
66364,12,37.9384915,-75.4618734,24,-175,31.3,75.97,139.75,142.4,0.213,4,30.06,32.15,2.1,5.15,2.92,18.83,290.35,10.81,21.49,-9999,1019.67,1030,4.9,244.5,4.4,2.1,62.1,32.8,-160.3,170.1,8.09,13.09,21.95,26.33,59.64
66365,12,37.9390736,-75.461411,28,-150,46.4,76.69,143.56,144.8,0.218,4.3,28.32,32.29,4,5.29,2.52,18.77,290.38,10.62,21.55,-9999,1018.75,1030,5.9,271.8,5.9,-0.2,62.1,32.8,-160.3,171.5,7.99,12.93,21.88,26.23,59.09
66366,12,37.9396621,-75.4609457,33,-141,61.2,77.31,144.44,142.8,0.217,4.7,26.32,31.74,5.4,6.07,0.82,18.8,290.43,10.61,21.55,-9999,1018.42,1030.3,7.8,276.3,7.8,-0.9,62.1,33,-160.3,173.9,7.99,12.92,21.91,26.28,58.95
66367,12,37.9402585,-75.4604885,38,-117,77.8,77.64,147.44,148.2,0.224,5.7,26.48,30.9,4.4,5.71,1.14,18.64,290.34,10.83,21.56,-9999,1017.54,1030.7,6.2,281.8,6.1,-1.3,62.1,33,-160.3,174.7,8.12,13.11,21.7,25.98,60.43
66368,12,37.9408618,-75.4600359,40,-98,96.4,78.22,148.12,148,0.223,5.6,28.35,30.69,2.3,5.16,2.5,18.65,290.41,10.69,21.56,-9999,1016.84,1031.3,3.7,266.9,3.7,0.2,62.1,33.3,-160.3,172.4,8.05,12.99,21.71,26.01,59.81
66369,12,37.9414697,-75.4595787,49,-90,113.1,78.9,148.81,147.8,0.225,5.3,30.34,30.96,0.6,4.96,2.32,18.57,290.36,10.45,21.52,-9999,1016.55,1032.1,2.5,230.5,1.9,1.6,62.1,33.3,-160.3,170.2,7.92,12.78,21.6,25.85,59.16
66370,12,37.9420805,-75.4591117,54,-67,131.7,79.61,150.19,149.8,0.225,5.2,31.57,31.32,-0.2,5.17,1.69,18.55,290.41,10.52,21.52,-9999,1015.71,1032.8,2.4,203.2,0.9,2.2,62.1,32.8,-160.2,169.2,7.96,12.84,21.58,25.82,59.5
66371,12,37.9426942,-75.4586356,60,-43,148.8,80.27,150.19,148.4,0.224,5.7,31.93,31.84,-0.1,5.58,1.9,18.53,290.45,10.4,21.47,-9999,1014.83,1033.2,3,209.6,1.5,2.6,62.1,32.8,-160.2,168.5,7.91,12.74,21.55,25.77,59.12
66372,12,37.9433095,-75.458148,65,-36,167.1,80.93,151.81,151.2,0.229,6,31.13,32.33,1.2,5.49,1.21,18.38,290.33,10.21,21.43,-9999,1014.57,1033,3.3,242.3,2.9,1.5,62.1,33.3,-160.2,168.6,7.81,12.58,21.34,25.5,58.92
66373,12,37.9439277,-75.4576512,71,-9,186.6,81.64,153.44,153.3,0.232,6,29.45,32.45,3,5.76,1.47,18.25,290.28,10.05,21.38,-9999,1013.58,1032.5,5,268.1,5,0.2,62.1,33.3,-160.2,170.2,7.73,12.44,21.17,25.26,58.76
66374,12,37.9445505,-75.4571511,78,16,207.2,82.17,153.5,153.2,0.229,6.4,27.97,32.44,4.5,6.37,2.54,18.27,290.37,10.02,21.33,-9999,1012.66,1031.9,7,273.2,7,-0.4,62.1,33.4,-160.2,171.7,7.72,12.42,21.2,25.29,58.57
66375,12,37.9451768,-75.4566503,85,36,230.1,82.46,155.31,157.6,0.236,7.6,27.21,32.24,5,6.55,3.08,18.11,290.27,10.05,21.34,-9999,1011.93,1030.7,7.6,280,7.5,-1.3,62.1,33.4,-160.2,172.9,7.74,12.44,20.98,25,59.29
66376,12,37.945807,-75.4561495,90,65,255.9,82.93,158.31,159.7,0.241,7.6,27.79,32.23,4.4,5.77,3.85,17.98,290.23,10.02,21.35,-9999,1010.87,1030,6.5,286.9,6.2,-1.9,62.1,34.3,-160.2,173.5,7.73,12.42,20.82,24.78,59.64
66377,12,37.9464407,-75.4556447,99,81,279.7,83.46,159.75,158,0.241,7.5,28.86,32.34,3.5,5.83,3.61,17.99,290.29,10.23,21.35,-9999,1010.29,1029,5.2,286.3,5,-1.5,62.1,34.4,-160.2,172.5,7.85,12.59,20.82,24.78,60.47
66378,12,37.9470773,-75.4551348,105,102,305.6,83.88,159.75,160,0.241,8.1,30.07,32.49,2.4,6.12,1.57,17.99,290.35,10.35,21.35,-9999,1009.52,1028.9,3.9,275.5,3.9,-0.4,62.2,33.8,-160.2,171.6,7.92,12.69,20.82,24.78,60.96
66379,12,37.9477161,-75.4546191,113,132,329.4,84.4,160.75,161,0.245,7.8,30.46,32.68,2.2,5.43,-0.48,17.83,290.28,10.32,21.31,-9999,1008.43,1028.7,3.7,273.8,3.7,-0.2,62.2,33.8,-160.2,170.7,7.91,12.67,20.62,24.51,61.43
66380,12,37.9483596,-75.4540983,122,155,378,85.12,162.5,164.1,0.247,7.2,29.55,32.63,3.1,5.29,-0.76,17.77,290.29,10.5,21.32,-9999,1007.59,1029.1,4.8,282.5,4.7,-1,62.2,32.6,-160.2,169,8.02,12.82,20.54,24.39,62.43
66381,12,37.9490087,-75.4535758,127,171,408.5,85.74,163.81,162.9,0.247,7.2,28.06,32.38,4.3,6.12,-0.83,17.78,290.35,10.34,21.32,-9999,1007,1029.5,6.6,287.3,6.3,-2,62.2,32.7,-160.2,170.5,7.94,12.69,20.55,24.41,61.73
66382,12,37.9496648,-75.4530567,135,191,434.4,86.14,164.12,165,0.248,7.9,26.84,31.83,5,6.03,-0.65,17.73,290.36,10.31,21.32,-9999,1006.28,1030.1,7.6,286.4,7.3,-2.1,62.2,33.4,-160.2,171.7,7.93,12.66,20.5,24.33,61.77
66383,12,37.9503282,-75.452541,142,220,456.7,86.87,164.94,162.8,0.247,6.8,26.05,31.41,5.4,6.14,1.84,17.72,290.44,10.32,21.27,-9999,1005.22,1029.9,8.3,284.6,8,-2.1,62.2,33.4,-160.2,172.7,7.94,12.67,20.48,24.31,61.86
66384,12,37.9509986,-75.4520271,149,238,480.3,87.39,164.75,164.8,0.25,7.3,26.34,31.23,4.9,6.79,3.64,17.65,290.42,10.09,21.27,-9999,1004.57,1029.9,7.8,279,7.7,-1.2,62.2,33.9,-160.2,174.5,7.82,12.47,20.39,24.19,61.17
66385,12,37.9516747,-75.4515091,157,265,502.9,88,165.5,164.5,0.25,7.7,26.69,31.18,4.5,6.97,1.85,17.64,290.49,9.72,21.28,-9999,1003.58,1029.4,7.4,276.1,7.4,-0.8,62.2,33.9,-160.2,174,7.64,12.18,20.37,24.17,59.76
66386,12,37.9523559,-75.4509906,166,270,519.6,88.51,168,167.1,0.252,8.4,27.51,31.02,3.5,6.94,1.74,17.64,290.5,10.22,21.33,-9999,1003.4,1028.7,5.7,278,5.6,-0.8,62.2,34.6,-160.2,173.1,7.9,12.58,20.37,24.16,61.78
66387,12,37.9530423,-75.4504709,174,306,537.4,89.12,170.06,165.7,0.251,8.2,28.23,31.03,2.8,6.43,1.35,17.66,290.63,10.09,21.33,-9999,1002.1,1028,4.6,278.9,4.5,-0.7,62.2,34.6,-160.2,172.2,7.84,12.47,20.4,24.2,61.16
66388,12,37.9537322,-75.4499444,182,336,555.7,89.82,168.31,167.2,0.251,7.6,28,31.23,3.2,6.03,2.16,17.62,290.69,9.57,21.28,-9999,1001.01,1027.7,5.9,266.6,5.9,0.3,62.2,34,-160.2,171.9,7.58,12.05,20.35,24.14,59.22
66389,12,37.954426,-75.4494098,190,355,583.6,90.59,169.81,169.4,0.259,7.4,26.64,31.51,4.9,5.94,2.43,17.45,290.58,8.97,21.34,-9999,1000.32,1027.3,8.2,276,8.2,-0.9,62.2,34,-160.2,172.9,7.28,11.57,20.14,23.84,57.47
66390,12,37.955125,-75.4488689,195,387,609.7,91.26,171.88,171.8,0.261,7.1,24.77,31.41,6.6,5.76,1.75,17.4,290.62,8.66,21.35,-9999,999.16,1026.7,10.8,282.8,10.5,-2.4,62.2,33.6,-160.2,175.5,7.14,11.33,20.06,23.74,56.48
66391,12,37.9558309,-75.4483286,202,405,631,91.77,173.75,174,0.264,7,23.84,31.05,7.2,6.04,0.64,17.37,290.64,8.57,21.4,-9999,998.51,1026.5,11.6,285.6,11.2,-3.1,62.2,33.5,-160.1,177,7.1,11.26,20.03,23.7,56.23
66392,12,37.9565425,-75.4477929,209,421,656,92.21,174,171.9,0.262,7.5,24.02,30.59,6.6,6.61,-0.82,17.46,290.78,8.44,21.45,-9999,997.93,1026.5,10.8,282.8,10.5,-2.4,62.2,33.5,-160.1,176.1,7.04,11.16,20.14,23.85,55.42
66393,12,37.9572605,-75.4472612,217,455,680.5,92.52,176.25,173.9,0.268,8.3,24.42,30.18,5.8,6.98,-1.93,17.35,290.78,8.28,21.51,-9999,996.7,1026.4,9.4,285.9,9,-2.6,62.2,33.5,-160.1,175.6,6.97,11.04,20.01,23.67,55.19
66394,12,37.9579841,-75.4467358,225,472,705.3,92.79,176.19,174.6,0.268,9.1,24.41,29.81,5.4,7.4,-3.02,17.33,290.81,7.98,21.51,-9999,996.09,1026.4,8.9,283.1,8.7,-2,62.2,34.2,-160.1,173.9,6.83,10.83,19.98,23.63,54.18
66395,12,37.9587049,-75.4462184,235,508,725.4,93.02,177.5,176.6,0.267,9.7,23.49,29.39,5.9,7.39,-4.74,17.42,291,7.92,21.56,-9999,994.79,1026,9.6,286.3,9.2,-2.7,62.2,34.2,-160.1,174.6,6.81,10.78,20.09,23.78,53.66
66396,12,37.9594457,-75.4456988,246,531,755,93.23,178.06,175.1,0.267,9.7,22.07,28.65,6.6,7.01,-7.49,17.42,291.07,7.66,21.56,-9999,993.96,1025.8,-9999,-9999,-9999,-9999,62.2,34.4,-160.1,174.3,6.7,10.59,20.09,23.78,52.72
66397,12,37.9601877,-75.4451992,256,572,783.4,93.42,178.75,176.6,0.271,9.5,20.65,27.52,6.9,6.91,-10.51,17.32,291.1,7.51,21.57,-9999,992.48,1025.5,-9999,-9999,-9999,-9999,62.2,34.5,-160.1,175.9,6.64,10.48,19.96,23.61,52.5
66398,12,37.9609394,-75.4447196,265,594,818.8,93.51,179.31,177.6,0.271,9.5,19.39,26.03,6.6,7.29,-13.68,17.36,291.21,7.54,21.62,-9999,991.69,1025,-9999,-9999,-9999,-9999,62.2,33.6,-160.1,174,6.66,10.5,20.02,23.69,52.46
66399,12,37.961702,-75.4442675,272,622,845.8,93.47,180.56,179.4,0.272,9.6,17.96,24.29,6.3,7.86,-16.78,17.32,291.25,7.66,21.62,-9999,990.68,1024.7,-9999,-9999,-9999,-9999,62.2,33.8,-160.1,175.4,6.72,10.59,19.97,23.61,53.04
66400,12,37.9624744,-75.4438493,282,665,878.1,93.13,180.81,178.2,0.273,10.4,15.9,22.16,6.3,8.69,-18.66,17.3,291.36,7.47,21.62,-9999,989.14,1024.5,-9999,-9999,-9999,-9999,62.2,34.4,-160.1,173.7,6.64,10.45,19.95,23.58,52.41
66401,12,37.9632559,-75.4434705,295,693,912.9,92.72,181,176.9,0.272,11.2,13.38,19.82,6.4,8.86,-20.55,17.27,291.42,7.81,21.57,-9999,988.13,1023.9,-9999,-9999,-9999,-9999,62.2,35.1,-160.1,176.1,6.81,10.7,19.91,23.53,53.75
66402,12,37.964046,-75.4431354,305,730,951.7,92.32,180.94,177.1,0.272,11.6,10.44,17.33,6.9,8.51,-22.82,17.23,291.48,7.64,21.52,-9999,986.8,1023.6,-9999,-9999,-9999,-9999,62.2,36.5,-160.1,176.7,6.74,10.58,19.85,23.45,53.28
66403,12,37.9648441,-75.4428454,314,766,988.2,92.23,180.19,177.7,0.27,10.3,7.47,14.88,7.4,7.24,-24.56,17.22,291.59,7.06,21.47,-9999,985.51,1023.4,-9999,-9999,-9999,-9999,62.2,37.6,-160.1,179.5,6.48,10.16,19.84,23.44,51.22
66404,12,37.965652,-75.4426019,324,797,1022.2,92.17,180.62,178.7,0.271,9.1,4.08,12.15,8.1,7.01,-24.6,17.15,291.6,7.14,21.42,-9999,984.4,1022.9,-9999,-9999,-9999,-9999,62.2,37.1,-160.1,-179.6,6.52,10.22,19.75,23.32,51.74
66405,12,37.9664673,-75.4424117,336,830,1059.7,91.76,181.44,179.4,0.274,9.5,0.54,8.92,8.4,8,-24.53,17.07,291.63,6.9,21.43,-9999,983.23,1022.8,-9999,-9999,-9999,-9999,62.2,38.6,-160.1,-176.1,6.42,10.05,19.66,23.19,51.14
66406,12,37.9672849,-75.4422816,346,857,1087.6,91.09,182,178.5,0.272,10.4,357.79,5.54,7.7,8.43,-25.17,17.08,291.72,7.04,21.37,-9999,982.26,1022.4,-9999,-9999,-9999,-9999,62.2,40.6,-160.1,-172.9,6.49,10.15,19.66,23.2,51.61
66407,12,37.968102,-75.442214,354,894,1123.7,90.65,181.69,179,0.273,10.6,355.44,2.32,6.9,8.26,-27.64,16.94,291.69,7.19,21.27,-9999,980.94,1022,-9999,-9999,-9999,-9999,62.2,41.5,-160.1,-170.4,6.57,10.25,19.49,22.96,52.62
66408,12,37.9689184,-75.4422037,367,923,1152.5,90.37,181.31,178.1,0.274,10,352.55,358.99,6.4,8.08,-29.2,16.83,291.67,7.69,21.17,-9999,979.91,1022,-9999,-9999,-9999,-9999,62.2,43.2,-160.1,-170.2,6.81,10.61,19.36,22.79,54.82
66409,12,37.9697303,-75.4422564,374,956,1133.6,90.17,182.62,179.1,0.275,9.3,349.79,355.71,5.9,6.99,-29.73,16.68,291.62,7.74,21.08,-9999,978.73,1021.3,-9999,-9999,-9999,-9999,62.2,44.4,-160.1,-167.3,6.84,10.65,19.18,22.54,55.52
66410,12,37.9705382,-75.4423613,386,990,1177.5,90.19,182.62,179.3,0.277,7.8,345.82,352.57,6.7,6.91,-31.17,16.58,291.62,7.37,21.03,-9999,977.52,1021.2,-9999,-9999,-9999,-9999,62.2,45.2,-160.1,-165.5,6.68,10.38,19.05,22.37,54.5
66411,12,37.9713392,-75.4425309,392,1008,1223.3,89.88,183.81,180.9,0.277,7.8,341.15,348.61,7.5,7.36,-31.73,16.55,291.64,6.86,20.98,-9999,976.88,1020.8,-9999,-9999,-9999,-9999,62.2,47.3,-160.1,-160.5,6.45,10.02,19.01,22.32,52.72
66412,12,37.9721236,-75.4427715,400,1032,1281.3,89.33,183.94,180,0.277,8.7,336.81,344.16,7.3,7.4,-31.51,16.49,291.66,6.67,20.93,-9999,976.03,1020.7,-9999,-9999,-9999,-9999,62.2,50.2,-160.1,-156.9,6.37,9.89,18.94,22.23,52.22
66413,12,37.9728873,-75.4430838,408,1069,1304.2,88.99,184.19,180.6,0.278,8.5,333.14,340.13,7,6.96,-31.84,16.45,291.72,6.76,20.93,-9999,974.71,1020.5,-9999,-9999,-9999,-9999,62.2,51.9,-160.1,-152.3,6.42,9.95,18.89,22.15,52.7
66414,12,37.9736218,-75.4434574,417,1095,1331.6,88.61,185.25,181.1,0.281,8.6,329.16,335.98,6.8,7.5,-31.92,16.33,291.69,6.56,20.89,-9999,973.79,1020.1,-9999,-9999,-9999,-9999,62.2,53.3,-160.1,-147.7,6.33,9.82,18.75,21.97,52.35
66415,12,37.974342,-75.4439066,426,1123,1367,88.11,185,180,0.279,9.1,325.29,331.7,6.4,7.44,-31.55,16.38,291.82,6.29,20.89,-9999,972.8,1019.9,-9999,-9999,-9999,-9999,62.2,54.8,-160,-142.4,6.22,9.64,18.81,22.04,51.24
66416,12,37.9750262,-75.4444113,435,1151,1390.8,87.8,185.25,181,0.28,9.1,321.07,327.68,6.6,7.35,-31.3,16.36,291.89,5.85,20.89,-9999,971.81,1019.5,-9999,-9999,-9999,-9999,62.2,56.3,-160,-135.8,6.04,9.35,18.79,22.02,49.78
66417,12,37.9756765,-75.4449751,444,1184,1378.5,87.41,185.5,182.1,0.281,9.3,317.03,323.48,6.4,7.05,-31.05,16.27,291.9,6.03,20.84,-9999,970.64,1019.1,-9999,-9999,-9999,-9999,62.2,57.5,-160,-129.4,6.13,9.47,18.68,21.87,50.7
66418,12,37.9762901,-75.4455933,456,1225,1410.5,87.19,186.31,181.9,0.282,8.9,313.52,319.61,6.1,6.43,-29.15,16.25,292,6.17,20.84,-9999,969.19,1018.9,-9999,-9999,-9999,-9999,62.2,57.8,-160,-123.5,6.19,9.56,18.66,21.84,51.22
