Time_Start,Day_Of_Year,Latitude,Longitude,GPS_Altitude,Pressure_Altitude,Ground_Speed,True_Air_Speed,Mach_Number,Vertical_Speed,True_Heading,Track_Angle,Drift_Angle,Pitch_Angle,Roll_Angle,Static_Air_Temp,Potential_Temp,Total_Air_Temp,Static_Pressure,Cabin_Pressure,Wind_Speed,Wind_Direction,Solar_Zenith_Angle,Aircraft_Sun_Elevation,Sun_Azimuth,Aircraft_Sun_Azimuth
40154,32,32.0095943,-81.1318255,8.9,-27,55,108.27,0.167,1.5,272.46,270.4,-1.8,7.99,-2.1,7.7,279.7,9.2,1014.3,1015.4,2.1,342.1,105.2,-6.7,101,-171
40155,32,32.0095959,-81.1325971,11.1,-5,58.6,116.82,0.179,2.5,273.58,270,-3.4,12.43,-2.31,7.7,279.8,9.5,1013.4,1017.5,4,339.8,105.2,-2.3,101,-172.1
40156,32,32.0095941,-81.1333376,15.3,35,60.7,123.43,0.188,4.4,275.2,269.6,-5.3,17.74,-2.28,7.5,279.7,9.5,1012,1015.2,6.7,337.7,105.2,2.9,101,-173.6
40157,32,32.009589,-81.1337222,21.8,97,61.1,127.52,0.196,6.5,275.54,269.3,-6.1,22.24,-2.32,7,279.4,9.2,1009.7,1012.4,8.2,329.3,105.2,7.4,101,-173.9
40158,32,32.0095808,-81.1344488,33.6,180,61.2,130.82,0.201,7.7,275.32,269.1,-6.1,23.54,-0.79,7,279.6,9.3,1006.7,1009.9,9.3,321.1,105.2,8.6,101,-174.1
40159,32,32.0095719,-81.1351724,52.3,272,61.7,136.46,0.209,8.2,275.54,269.2,-6.2,23.12,0.38,6.5,279.4,8.9,1003.4,1006.5,11.2,313,105.2,8,101,-174.6
40160,32,32.0095654,-81.1358885,76.3,370,62.6,136.07,0.209,8.4,275.62,269.5,-6,23.54,0.32,6.3,279.5,8.8,999.7,1002.3,10.2,316.3,105.2,8.5,101,-174.7
40161,32,32.0095605,-81.1365986,102.9,457,62.4,137.82,0.212,9.3,275.55,269.5,-5.9,26.89,-0.76,6.1,279.5,8.6,996.6,1000.5,11,312.2,105.2,11.9,101,-174.2
40162,32,32.0095548,-81.1369761,130.6,572,60.8,137.82,0.212,10.5,276.33,269.4,-6.8,30.04,1.3,6,279.8,8.5,992.5,996,12.8,311.2,105.2,14.9,101,-175.6
40163,32,32.0095502,-81.1377122,159.8,697,59.6,138.6,0.213,11.1,277.68,269.7,-7.8,31.24,1.93,5.8,279.9,8.4,988,991.5,14.8,311.7,105.2,16.1,101,-177.1
40164,32,32.0095482,-81.1384607,192.9,820,58.3,137.43,0.212,11.6,278.65,269.9,-8.5,32.77,1.95,5.5,280,8,983.6,988.7,15.8,312.8,105.2,17.7,101,-178.1
40165,32,32.0095488,-81.1388804,228.8,957,57.1,136.85,0.211,11.9,279.4,270.2,-9,33.06,1.35,5.3,280.2,7.8,978.7,983.8,16.7,312.4,105.2,18.1,101,-178.6
40166,32,32.009552,-81.1396506,266.3,1092,57,136.26,0.21,11.6,279.39,270.4,-8.8,32.54,-0.69,5.1,280.4,7.6,973.8,977.4,16.4,312.2,105.2,17.6,101,-178
40167,32,32.0095561,-81.1400768,305.1,1220,57.1,133.74,0.206,11.3,279.2,270.5,-8.6,32.11,0.38,5,280.6,7.4,969.4,972.9,15.1,314.2,105.2,17.2,101,-178.1
40168,32,32.0095612,-81.1408451,343.8,1342,57.3,131.79,0.203,11,278.89,270.7,-8,31.65,0.8,5.4,281.4,7.7,965,968,13.8,315.3,105.2,16.7,101,-177.9
40169,32,32.0095687,-81.1412685,381.4,1457,57.2,131.4,0.202,10.8,277.5,270.9,-6.5,31.88,-1.09,6.5,282.8,8.7,961,963.8,12.6,308.9,105.2,17,101,-175.9
40170,32,32.0095753,-81.1420377,418,1580,57,130.82,0.201,10.7,276.24,270.6,-5.4,31.48,-0.78,6.5,283.2,8.8,956.7,959.2,12,304.1,105.2,16.5,101,-174.8
40171,32,32.0095799,-81.1424661,453.7,1695,56.8,130.24,0.2,10.6,276.36,270.4,-5.7,31.18,-0.68,6.9,284,9.2,952.7,954.8,12,305.7,105.2,16.2,101,-174.9
40172,32,32.0095819,-81.1432366,489,1807,56.8,128.88,0.198,10.4,277.66,270.3,-7.1,30.82,-0.93,7.4,284.8,9.6,948.7,951.3,12.3,313.8,105.1,15.9,101,-176.2
40173,32,32.0095849,-81.1436653,523.9,1917,56.8,127.32,0.195,10.2,278.89,270.4,-8.3,31.1,-1.41,7.7,285.4,9.9,945,947.7,12.5,320.9,105.1,16.2,101.1,-177.2
40174,32,32.0095881,-81.1444383,558.2,2025,56.7,124.99,0.191,10,278.77,270.4,-8.2,30.87,-1.37,8.4,286.5,10.4,941.2,943,11.6,323.9,105.1,16,101.1,-177.1
40175,32,32.0095917,-81.1448661,591.7,2135,57.3,124.21,0.19,9.5,277.73,270.4,-7.1,28.89,-1.63,8.7,287.1,10.7,937.5,939.2,10.2,323.7,105.1,14,101.1,-176.1
40176,32,32.0095954,-81.145629,624.6,2230,58.1,126.16,0.193,9,276.44,270.4,-5.9,26.87,-2.07,9.6,288.3,11.7,934.2,935.1,9.4,317.1,105.1,12.1,101.1,-174.7
40177,32,32.0095984,-81.146383,656.4,2325,59,127.32,0.194,8.6,275.2,270.3,-4.8,25.35,-2.54,10,289,12.1,931,932.2,8.4,312.1,105.1,10.6,101.1,-173.4
40178,32,32.0095995,-81.1467842,686.3,2410,59.8,128.68,0.196,8.4,274.35,270,-4.2,24.85,-2.93,9.8,289.1,12,928,928.1,8,309,105.1,10.1,101.1,-172.4
40179,32,32.0095976,-81.1475223,714.8,2497,60.2,129.65,0.198,8.4,273.93,269.6,-4.1,25.15,-2.68,10,289.5,12.3,925.1,925.8,8.1,308.2,105.1,10.4,101.1,-172.1
40180,32,32.0095923,-81.1482574,742,2585,60.3,131.99,0.201,8.7,273.87,269.5,-4.2,25.21,-0.9,10.5,290.3,12.8,922.1,922.7,9,304.5,105.1,10.2,101.1,-172.5
40181,32,32.009587,-81.1486502,769.2,2677,60.1,133.15,0.203,8.9,273.44,269.4,-3.8,26.05,-1.19,10.6,290.7,13,919,920.7,9.5,299.8,105.1,11.1,101.1,-172
40182,32,32.0095808,-81.1493903,796.9,2772,59.4,134.12,0.204,9.4,272.96,269.2,-3.5,27.72,-1.43,10.8,291.2,13.2,915.8,916.9,10.5,294.8,105.1,12.8,101.1,-171.4
40183,32,32.0095722,-81.1501405,825.4,2875,58.3,133.54,0.204,10,272.74,268.9,-3.6,29.49,-1.79,10.9,291.6,13.2,912.3,914,11.2,293.1,105.1,14.6,101.1,-171
40184,32,32.0095609,-81.1505592,855.3,2990,57.4,132.96,0.203,10.3,273.18,268.6,-4.3,29.69,-1.07,10.9,292,13.2,908.4,909.8,12.1,295.5,105.1,14.7,101.1,-171.6
40185,32,32.0095482,-81.1513276,887.1,3102,57.2,132.57,0.202,10.1,273.83,268.6,-5.1,28.22,-0.5,10.9,292.3,13.3,904.7,905.6,12.4,298.7,105.1,13.2,101.1,-172.5
40186,32,32.0095359,-81.1517489,920.3,3210,58.1,132.57,0.202,9.4,273.72,268.7,-4.8,25.61,-0.74,10.8,292.5,13.1,901.1,901.9,11.5,299.9,105.1,10.6,101.1,-172.4
40187,32,32.0095239,-81.1525011,953.5,3302,59.4,132.38,0.202,8.6,273.11,268.7,-4.2,23.62,-1.32,10.7,292.7,13,898,898.4,10,300.3,105.1,8.7,101.1,-171.7
40188,32,32.0095098,-81.1532369,985,3387,60.6,133.15,0.203,8.1,272.81,268.6,-4,22.32,-0.7,10.5,292.8,12.9,895.2,895.8,9.2,301.7,105.1,7.3,101.1,-171.6
40189,32,32.0094964,-81.15362,1014,3470,61.8,134.51,0.205,7.7,273.18,268.6,-4.4,20.95,0.46,10.3,292.8,12.7,892.5,893,9.1,306.2,105.1,5.8,101.1,-172.3
40190,32,32.0094839,-81.1543332,1041,3550,63.1,136.46,0.208,7.4,273.97,268.8,-5,19.53,1.07,10.2,293,12.6,889.8,889.9,9.3,311.7,105.1,4.4,101.1,-173.3
40191,32,32.0094739,-81.1550322,1066.7,3622,64.4,138.79,0.212,7.1,274.75,269.1,-5.4,18.86,0.81,10.3,293.3,12.8,887.5,889.4,9.7,315.7,105.1,3.8,101.1,-173.9
40192,32,32.0094664,-81.1557183,1091.1,3695,65.5,141.32,0.216,7.2,275.18,269.4,-5.6,18.72,0.79,9.8,293,12.4,885,885.7,10,316.4,105.1,3.7,101.1,-174.4
40193,32,32.0094617,-81.1563927,1114.6,3775,66.7,144.23,0.22,7.1,275.07,269.6,-5.3,17.8,0.19,9.6,293,12.3,882.5,883.2,10.1,314.2,105.1,2.8,101.1,-174.1
40194,32,32.0094584,-81.1570538,1137.8,3850,68,147.34,0.225,7.1,274.69,269.7,-4.8,17.36,-0.31,9.4,293.1,12.3,880,880,10,311,105.1,2.5,101.1,-173.6
40195,32,32.009456,-81.1580452,1161.1,3925,69.1,150.84,0.231,7.2,274.54,269.8,-4.6,17.3,0.33,9.2,293.1,12.3,877.5,877.2,10.4,307.7,105.1,2.3,101.1,-173.6
40196,32,32.009455,-81.1586821,1184.1,4005,70.1,154.54,0.236,7.4,274.51,270,-4.4,17.36,0.99,9.1,293.2,12.2,875,874.1,11.1,304.3,105.1,2.3,101.1,-173.8
40197,32,32.0094563,-81.1593082,1207.4,4082,71.2,157.84,0.241,7.5,274.69,270.3,-4.3,17.16,1.96,8.8,293.2,12.1,872.4,871.2,11.6,302.8,105.1,2,101.1,-174.2
40198,32,32.0094617,-81.1602675,1231.3,4162,71.9,160.95,0.246,7.9,275.19,270.7,-4.4,17.87,2.58,8.6,293.2,12.1,869.8,868.7,12.5,302,105.1,2.7,101.1,-174.9
40199,32,32.0094725,-81.1608781,1255.8,4247,72.2,164.06,0.251,8.6,275.5,271.2,-4.2,18.97,2.64,8.8,293.7,12.3,867.1,865.7,13.5,299.1,105.1,3.8,101.1,-175.2
40200,32,32.0094885,-81.161829,1281.1,4350,72.6,166.98,0.255,8.9,276.04,271.6,-4.3,18.96,3.02,8.2,293.4,11.8,863.8,863.1,14.6,298.6,105.1,3.8,101.1,-175.8
40201,32,32.00951,-81.1624316,1308.2,4442,73.1,169.5,0.26,9.2,276.77,272.1,-4.5,19.73,2.87,7.8,293.3,11.6,860.8,860.8,15.5,299.3,105.1,4.6,101.1,-176.5
40202,32,32.0095377,-81.163378,1337,4540,72.4,170.67,0.261,10.2,276.89,272.7,-4.1,22.16,2.33,8.1,293.9,11.9,857.7,857.2,16.5,295.6,105.1,7.1,101.1,-176.4
40203,32,32.0095698,-81.1639917,1366.7,4655,71.2,171.84,0.263,11.2,276.36,273,-3.2,24.38,1.59,7.9,294,11.8,854,852.2,17.8,289.9,105.1,9.3,101.1,-175.7
40204,32,32.0096035,-81.1646194,1398.7,4787,69.8,172.81,0.265,11.9,276.19,273.2,-2.8,25.35,1.49,7.7,294.2,11.6,849.8,849.1,19.5,286.9,105.1,10.3,101.1,-175.5
40205,32,32.0096401,-81.1656038,1434,4917,68.7,173.97,0.267,12.4,276.07,273.5,-2.4,26.52,1.41,7.6,294.5,11.6,845.7,844.8,21.1,284.5,105.1,11.5,101.1,-175.3
40206,32,32.0096789,-81.1662599,1472.4,5050,66.9,172.22,0.264,13.1,275.62,273.8,-1.7,28.51,1.16,7.7,295.1,11.6,841.5,841.3,21.8,281.2,105,13.5,101.1,-174.8
40207,32,32.0097196,-81.166938,1512.5,5192,64.6,170.09,0.261,13.8,274.51,274.1,-0.3,30.3,0.81,8.2,296,12,837,837.2,22.9,275.7,105,15.2,101.1,-173.5
40208,32,32.0097617,-81.1676366,1554.5,5350,63.4,168.53,0.258,13.7,272.91,274.3,1.5,29.78,0.58,8.6,297,12.4,832.1,831.3,23.4,269.1,105,14.6,101.1,-171.8
40209,32,32.0098042,-81.1683414,1598.9,5502,63.5,165.81,0.254,13.1,271.83,274.3,2.6,28.3,0.71,8.8,297.7,12.4,827.3,827.5,22,264.7,105,13,101.1,-170.9
40210,32,32.009847,-81.1690417,1644.3,5625,63.9,162.51,0.249,12.3,271.8,274.3,2.6,27.8,0.11,8.6,297.8,12.1,823.6,824.5,20,263.8,105,12.6,101.1,-170.7
40211,32,32.0098897,-81.1694,1688.2,5747,63.2,161.53,0.247,12.3,272.7,274.3,1.8,28.33,-0.21,8.6,298.2,12,819.8,820.9,20,267.6,105,13.3,101.1,-171.4
40212,32,32.0099324,-81.1701112,1729.7,5877,62.2,160.37,0.245,12.3,273.82,274.4,0.8,28.76,0.02,8.6,298.6,12,815.8,815.6,20.3,272,105,13.7,101.1,-172.6
40213,32,32.0099756,-81.1708328,1770.1,6007,61.3,159.59,0.244,12.3,274.22,274.5,0.5,28.71,0.12,8.4,298.8,11.8,811.8,810.8,20.8,273.4,105,13.7,101.1,-173
40214,32,32.0100199,-81.1715622,1810.7,6142,60.8,158.62,0.243,12,274.08,274.7,0.8,28.07,0.46,7.9,298.8,11.2,807.7,806.7,20.8,272.3,105,13,101.1,-173
40215,32,32.0100654,-81.1722951,1851.3,6270,60.7,157.84,0.242,11.6,273.63,274.8,1.4,27.05,0.57,7.9,299.2,11.1,803.8,803.4,20.6,270.2,105,12,101.1,-172.6
40216,32,32.0101118,-81.1726841,1891.5,6392,61,156.67,0.24,11.1,273.32,274.9,1.7,25.78,0.35,7.2,298.8,10.5,800.1,800.6,19.7,268.4,105,10.7,101.1,-172.3
40217,32,32.0101588,-81.1734122,1930.5,6507,61.5,156.09,0.239,10.5,273.34,274.9,1.7,24.51,-0.34,7.4,299.4,10.6,796.6,796.2,18.9,268.3,105,9.6,101.1,-172.1
40218,32,32.0102054,-81.1741344,1968.1,6615,62.1,156.09,0.239,10,273.76,274.8,1.2,23.29,-1.1,6.9,299.2,10.1,793.4,792.1,18.2,270.2,105,8.5,101.1,-172.3
40219,32,32.0102513,-81.1748494,2003.8,6717,62.8,154.92,0.238,9.5,274.3,274.6,0.5,22.15,-1.22,6.7,299.3,9.9,790.3,791,16.9,273.2,105,7.4,101.1,-172.9
40220,32,32.0102954,-81.175554,2037.7,6812,63.5,154.54,0.237,9.1,274.83,274.6,-0.1,21.75,-0.12,6.4,299.3,9.6,787.4,787.1,16,275.7,105,6.9,101.1,-173.7
40221,32,32.0103418,-81.1762552,2069.9,6905,63.9,153.95,0.237,9.1,274.98,274.7,-0.1,22.01,0.79,6.2,299.4,9.3,784.7,782.7,15.3,276.1,105,7,101.1,-174.1
40222,32,32.0103904,-81.1766105,2100.6,7002,64.1,154.15,0.237,9.1,274.53,274.9,0.6,21.91,1.34,6,299.5,9.1,781.8,779.4,15.2,273,105,6.8,101.1,-173.8
40223,32,32.0104414,-81.1773065,2130.8,7102,64.4,155.31,0.239,9,273.64,275.2,1.7,21.47,1.61,5.8,299.6,8.9,778.9,777.5,15.6,267.2,105,6.3,101.1,-173
40224,32,32.010495,-81.177998,2161.1,7200,65,156.48,0.241,8.8,272.86,275.4,2.7,20.46,2.29,5.5,299.6,8.7,775.9,774.7,15.8,262.4,105,5.2,101.1,-172.5
40225,32,32.010551,-81.1786816,2191.2,7297,66,157.45,0.242,8.4,272.68,275.5,3,19.06,2.49,5.1,299.5,8.4,773.1,771.8,15.4,260.5,105,3.7,101.1,-172.3
40226,32,32.0106101,-81.1793534,2221,7385,67.3,157.84,0.243,7.9,272.99,275.7,2.9,17.96,2.25,5,299.7,8.3,770.5,770.1,14.3,260.2,105,2.7,101.1,-172.6
40227,32,32.0106723,-81.1803559,2249.7,7460,68.4,158.03,0.243,7.7,273.52,276,2.6,17.92,2.31,4.7,299.6,8,768.3,767.5,13.3,260.7,105,2.7,101.1,-173.1
40228,32,32.0107376,-81.1810042,2276.7,7542,69.1,158.62,0.244,7.8,274.17,276.4,2.3,18.43,3.59,4.6,299.8,7.9,765.9,766.5,12.8,262.1,105,3.1,101.1,-174.1
40229,32,32.0108105,-81.1816487,2302.6,7625,69.6,159.59,0.246,8,274.77,277.1,2.4,18.83,6.36,4.4,299.8,7.7,763.4,761.2,12.9,262.1,105,3.2,101.1,-175.4
40230,32,32.010894,-81.1822887,2328.5,7720,70.4,162.12,0.25,8.1,274.76,278.1,3.5,17.82,10.34,4.2,299.9,7.7,760.7,759.6,13.7,257.4,105,1.8,101.1,-176.6
40231,32,32.0109912,-81.1832634,2355.2,7810,71.6,164.84,0.254,7.7,274.52,279.3,4.9,16.62,12.84,4.1,300.1,7.7,758.1,757.2,14.7,250.6,105,0.3,101.1,-177
40232,32,32.0111046,-81.1838834,2382.4,7885,72.9,167.75,0.259,7.5,275.36,280.8,5.5,16.5,14.65,3.9,300.1,7.6,755.9,754.7,15.4,248.6,105,0.2,101.2,-178.3
40233,32,32.0112392,-81.1848386,2408.8,7967,74.1,171.06,0.264,7.6,277.23,282.6,5.5,15.93,16.74,3.7,300.2,7.5,753.6,752.5,15.8,251.2,105,0,101.2,179.4
40234,32,32.0113993,-81.1854439,2434.2,8052,75.4,173.39,0.268,7.5,279.56,284.8,5.3,15.38,19,3.5,300.2,7.5,751.1,750.2,15.7,253.6,105,0.1,101.2,176.7
40235,32,32.01159,-81.1863881,2459.7,8127,76.5,175.92,0.272,7.8,282.12,287.5,5.4,15.99,21.19,3.2,300.2,7.3,749,750.1,16,255.5,105,1.5,101.2,173.8
40236,32,32.0118172,-81.1869906,2485.2,8215,77.6,178.64,0.276,8.1,284.26,290.5,6.3,16.35,22.99,3,300.2,7.2,746.5,747.2,17,254.5,105,2.6,101.2,171.5
40237,32,32.0120823,-81.1875971,2511.1,8310,78.8,180.78,0.279,8.1,286.09,293.5,7.4,15.8,24.62,3.1,300.7,7.5,743.7,748.7,18,251.7,105,2.9,101.2,169.5
40238,32,32.0123839,-81.1885503,2538,8400,80.2,182.53,0.282,7.9,288.2,296.2,8,15.04,26.25,2.7,300.5,7.1,741.2,745.3,18.3,250.6,105,3.1,101.2,167.3
40239,32,32.0127228,-81.1891648,2565.5,8482,81.7,184.08,0.285,7.6,290.8,299,8.3,14.2,28.04,2.6,300.7,7.1,738.8,744,18.1,250.7,105,3.7,101.2,164.8
40240,32,32.0131016,-81.1901296,2592.4,8565,83.3,185.64,0.287,7.3,293.64,302.1,8.4,13.3,30.1,2.5,300.8,7,736.5,744.9,17.9,250.6,105,4.5,101.2,162
40241,32,32.0135234,-81.1907607,2618.4,8640,85.2,187.39,0.29,7,296.67,305.3,8.6,12.41,32.46,2.3,300.9,6.9,734.4,746.2,17.6,250.2,104.9,5.6,101.2,159.2
40242,32,32.0139916,-81.191407,2643.4,8710,86.8,189.14,0.292,6.7,299.99,308.8,8.9,11.77,33.23,2.2,301,6.9,732.4,744.4,17.6,250.9,104.9,6.8,101.2,156.3
40243,32,32.0145074,-81.1920771,2667.3,8782,88.4,190.5,0.295,6.5,303.16,312.5,9.3,11.3,32.43,2,301,6.8,730.3,744.9,17.9,250.1,104.9,7.6,101.2,153.6
40244,32,32.0150676,-81.1927729,2690.3,8860,90,191.27,0.296,6.1,305.93,315.6,9.7,9.99,29.11,2.2,301.5,7,728.2,744.8,18,248.6,104.9,6.4,101.2,151.4
40245,32,32.0156653,-81.193489,2712.5,8917,91.6,191.86,0.297,5.5,308.78,318.2,9.4,8.84,28.54,1.7,301.1,6.5,726.6,746.1,17.2,247.9,104.9,6.2,101.2,148.9
40246,32,32.0163009,-81.1942279,2733.8,8970,93.2,193.02,0.299,5.3,311.61,321.1,9.5,8.66,28.58,1.3,300.9,6.2,725.1,745.4,17,247.2,104.9,7.1,101.2,146.4
40247,32,32.0169755,-81.1946538,2753.1,9032,94.8,193.8,0.3,5.3,313.97,324.2,10.2,8.55,29.27,1.1,300.9,6.1,723.4,745.1,18,244.8,104.9,8.2,101.2,144.2
40248,32,32.0176867,-81.1954549,2771.4,9095,96.3,193.8,0.3,4.9,316.15,326.9,10.8,8.14,29.88,1.7,301.7,6.7,721.7,745.4,18.7,242,104.9,8.9,101.2,142.2
40249,32,32.018432,-81.1959431,2789.3,9145,98,194.58,0.302,4.5,318.6,329.5,10.9,7.3,30.78,1.3,301.4,6.3,720.3,744.3,18.9,240.4,104.9,9.7,101.2,140.1
40250,32,32.0192115,-81.196463,2806.4,9192,99.8,196.72,0.305,4.1,321.63,332.3,10.6,6.3,31.75,1.2,301.5,6.3,719,746.1,18.7,241.2,104.9,10.6,101.2,137.4
40251,32,32.0200262,-81.19702,2822.3,9232,101.7,197.88,0.307,3.7,324.96,335.1,10.2,5.33,32.73,1,301.4,6.2,717.8,745.6,18,240.3,104.9,11.7,101.2,134.5
40252,32,32.0208765,-81.1972746,2836.8,9267,103.6,199.83,0.31,3.3,328.26,338.1,9.9,4.47,33.78,1,301.5,6.2,716.8,744.6,17.7,240.6,104.9,13,101.2,131.6
40253,32,32.0217611,-81.197577,2850,9297,105.5,201.58,0.313,3.2,332.02,341.4,9.3,4.81,33.58,0.8,301.4,6.2,716,744.7,17.2,240.7,104.9,14.3,101.2,128
40254,32,32.0226802,-81.1979411,2862,9330,107.1,200.8,0.312,3.8,336.34,345.4,9,5.78,32.43,0.8,301.5,6.1,715.1,745.9,17,238,104.9,15,101.2,123.6
40255,32,32.0236279,-81.1983715,2873.1,9385,108.5,201.58,0.313,3.8,339.54,348.7,9.1,5.54,31.89,0.5,301.4,5.8,713.6,745.6,17.6,238.4,104.9,15.2,101.2,120.5
40256,32,32.0245981,-81.1985167,2885.2,9420,109.8,201.19,0.312,3.8,342.49,351.7,9.2,5.66,31.01,0.7,301.7,6,712.7,744.3,18.2,237,104.9,15.1,101.2,117.5
40257,32,32.0255878,-81.1987224,2898.2,9465,111.1,201.38,0.312,3.9,345.54,354.9,9.3,5.99,30.82,0.5,301.6,5.8,711.4,743.9,19,237.1,104.9,15.5,101.2,114.4
40258,32,32.0265932,-81.1986452,2911,9507,112.3,201.58,0.313,4,348.78,357.8,9,6.57,30.12,0.6,301.9,6,710.2,744.4,19,236.5,104.9,15.5,101.2,111.1
40259,32,32.0276101,-81.1986309,2924.2,9545,113.2,201.38,0.313,4.4,352.47,1,8.5,7.22,29.47,0.3,301.7,5.6,709.2,744.6,18.8,236,104.9,15.4,101.2,107.2
40260,32,32.0286338,-81.1986805,2937.6,9605,114.1,201.77,0.313,4.4,355.57,3.8,8.2,6.49,29.43,0.4,302,5.8,707.6,744.6,18.7,236.4,104.9,15.3,101.2,104.3
40261,32,32.0296623,-81.1984413,2951.9,9655,115,201.38,0.313,3.9,358.21,6.1,7.9,5.47,29.68,0.3,302.1,5.6,706.2,743.8,18.9,235.1,104.9,15.4,101.2,101.9
40262,32,32.0306941,-81.1982506,2967,9700,115.8,202.16,0.314,3.4,0.44,8.3,7.8,4.36,29.77,0.1,302,5.5,704.9,743.9,19.1,236.4,104.9,15.4,101.2,99.9
40263,32,32.0317284,-81.1981049,2981.1,9735,116.7,201.77,0.314,2.6,2.65,10.3,7.6,3.3,30.08,0,302,5.3,704,744.8,19.5,235.3,104.9,15.6,101.2,97.9
40264,32,32.0327637,-81.1980062,2993.4,9737,117.6,200.41,0.311,2.3,5.77,12.8,6.9,3.02,29.66,0.3,302.3,5.5,703.9,743.3,19.8,232.4,104.9,15.2,101.2,94.9
40265,32,32.0337957,-81.1976201,3003.3,9770,118.4,200.8,0.312,2,8.73,15.2,6.4,2.28,29.14,-0.2,301.9,5.1,703.1,741.8,19.6,231.7,104.9,14.6,101.2,92.1
40266,32,32.0348224,-81.1972874,3011.5,9795,119.2,202.16,0.314,1.8,11.46,17.6,6.1,1.68,28.58,-0.2,302,5.2,702.4,743.7,19.3,232.8,104.9,14,101.2,89.5
40267,32,32.0358425,-81.1970061,3019,9815,119.9,202.16,0.314,1.6,14.55,19.9,5.3,1.64,27.45,-0.3,301.9,5.1,701.8,744.2,19,230.6,104.9,12.7,101.2,86.5
40268,32,32.0368532,-81.1964336,3025.7,9817,120.6,202.16,0.314,1.9,17.91,22.4,4.4,2.1,23.92,-0.4,301.8,5,701.8,744.3,18.8,228.1,104.9,8.9,101.2,83.3
40269,32,32.0378512,-81.1959138,3031.7,9847,121.1,201.96,0.314,2.1,20.7,24.6,3.9,2.3,22.01,-0.4,301.9,5,700.9,743.4,18.8,226.7,104.9,6.8,101.2,80.6
40270,32,32.0388362,-81.1954384,3037.6,9872,121.5,202.35,0.315,2.3,22.84,26.6,3.7,2.91,19.75,-0.6,301.8,4.9,700.3,745.6,18.9,227.8,104.9,4.2,101.2,78.6
