Time_Start,Day_Of_Year,Latitude,Longitude,GPS_Altitude,Pressure_Altitude,Ground_Speed,True_Air_Speed,Mach_Number,Vertical_Speed,True_Heading,Track_Angle,Drift_Angle,Pitch_Angle,Roll_Angle,Static_Air_Temp,Potential_Temp,Total_Air_Temp,Static_Pressure,Cabin_Pressure,Wind_Speed,Wind_Direction,Solar_Zenith_Angle,Aircraft_Sun_Elevation,Sun_Azimuth,Aircraft_Sun_Azimuth
62951,15,34.6327632,-118.0757594,761.7,2342,33.1,61.23,0.093,0.1,265.89,265.8,-0.1,4.72,0.58,10.1,289.2,10.6,930.3,930.5,1.6,84,66.6,25.7,140.9,-122.9
62952,15,34.6327394,-118.076404,761.7,2340,38.1,70.37,0.108,0.1,266.26,265.7,-0.6,4.64,1.33,8.7,287.7,9.3,930.4,930.9,1.9,75.2,66.6,25,140.9,-123.1
62953,15,34.6327125,-118.0766512,761.8,2335,43,79.89,0.123,0.1,266.19,265.7,-0.5,4.46,0.47,7.4,286.4,8.2,930.6,931.7,1.9,75.2,66.6,25.6,140.9,-123.3
62954,15,34.6326822,-118.0771883,761.8,2332,47.8,89.03,0.137,0.4,266.78,265.8,-1,5.16,0.42,6.5,285.5,7.5,930.7,931.9,2.2,64.5,66.6,26.1,140.9,-123.6
62955,15,34.63265,-118.0776732,761.9,2330,52.5,96.61,0.149,1.7,266.77,266,-0.8,7.89,0.4,6.3,285.2,7.6,930.8,932.8,2.9,72.6,66.6,27.6,140.9,-122.4
62956,15,34.6326158,-118.078453,762.2,2340,56.7,104.58,0.161,4.3,266.84,266,-0.8,10.22,0.3,6,285,7.5,930.4,933.8,3,70.8,66.6,28.9,140.9,-121.4
62957,15,34.6325795,-118.0788499,763.2,2367,59.7,114.49,0.176,8.9,267.49,266.1,-1.5,14.43,0.12,5.7,284.7,7.4,929.5,932,1.6,25.9,66.6,31.4,140.9,-120
62958,15,34.6325422,-118.0795646,766.3,2412,61.2,119.35,0.184,15.1,268.69,266.1,-2.6,19.51,0.3,5,284.2,6.9,928,931.5,2.8,353.3,66.6,34,140.9,-118.4
62959,15,34.632506,-118.08027,773.2,2470,61.5,121.49,0.187,20.4,269.99,266.4,-3.6,22.19,1.54,5.1,284.4,7,926,929.9,4,343.8,66.6,34.6,140.9,-118.2
62960,15,34.6324726,-118.0809702,785.7,2547,62.2,124.6,0.192,22.8,270.44,266.8,-3.7,22.29,1.54,4.5,284.1,6.5,923.3,926.3,4.4,333.3,66.6,34.8,140.9,-118.6
62961,15,34.6324421,-118.0816613,804.1,2625,63,127.32,0.196,24.3,270.47,267,-3.4,23.45,0.97,4.4,284.2,6.5,920.7,924.2,4.6,326,66.6,35.8,140.9,-117.9
62962,15,34.6324136,-118.0823467,826.4,2712,63.3,130.04,0.2,26.3,270.38,267.2,-3.2,24.6,0.43,3.9,283.9,6.1,917.8,921,5.1,313.9,66.6,36.8,140.9,-117
62963,15,34.6323857,-118.083029,850.2,2805,63.7,130.43,0.201,27.6,270.41,267.3,-3.2,25.19,0.43,4,284.3,6.2,914.6,917.3,4.9,315.1,66.6,37.1,140.9,-116.6
62964,15,34.6323587,-118.0837065,875.9,2902,64.2,130.63,0.202,28,270.57,267.4,-3.2,24.99,0.86,3.8,284.4,6,911.4,916.1,4.7,319.5,66.6,36.7,140.9,-117
62965,15,34.6323332,-118.0843762,903.5,2995,65,131.21,0.203,27.9,270.25,267.6,-2.7,24.65,0.73,3.5,284.4,5.7,908.3,911.3,4,319.7,66.6,36.5,140.9,-116.9
62966,15,34.6323093,-118.0850366,931.7,3090,65.8,134.32,0.207,28,269.28,267.7,-1.5,24.36,0.19,3.5,284.7,5.9,905.1,909.8,3.8,297.9,66.6,36.5,140.9,-116
62967,15,34.6322856,-118.0860327,960,3182,66.4,136.46,0.211,28.3,268.5,267.7,-0.8,24.4,-0.31,4.2,285.7,6.6,902,903.9,3.9,282.2,66.6,36.7,140.9,-115.1
62968,15,34.6322613,-118.0866808,988.2,3275,66.6,137.62,0.212,29.4,268.61,267.6,-1,25.78,0.01,4.4,286.1,6.9,898.9,900.2,4.4,284.2,66.6,37,140.9,-114.3
62969,15,34.6322366,-118.0873304,1016.7,3377,66.2,137.43,0.212,31.1,269.63,267.7,-2,27.05,0.8,4.7,286.8,7.1,895.5,898.4,5.1,295.8,66.6,37.2,140.9,-114.6
62970,15,34.6322136,-118.0879854,1045.7,3485,65.7,138.98,0.214,32.5,270.81,268,-2.9,27.68,1.99,5.1,287.5,7.7,892,895.7,6.7,299.5,66.6,36.9,140.9,-115.6
62971,15,34.6321945,-118.0886459,1076.7,3597,65.2,140.15,0.215,33.4,270.99,268.4,-2.6,27.84,2.58,6,288.8,8.6,888.3,891.1,7.6,293.9,66.6,36.5,140.9,-115.8
62972,15,34.6321799,-118.0893093,1109,3710,65.1,140.73,0.216,33.4,270.65,268.7,-1.9,27.42,2.43,6.4,289.5,9,884.6,886.2,7.7,287.4,66.6,36.3,140.9,-115.7
62973,15,34.6321677,-118.0903149,1142.3,3820,65.3,140.93,0.216,32.8,270.51,268.9,-1.6,27.04,2.09,6.5,290,9.2,881,884.1,7.5,284.8,66.6,36.4,140.9,-115.7
62974,15,34.6321576,-118.0909748,1176.8,3922,65.5,139.96,0.215,32.5,271.24,269.1,-2.1,27.05,2.54,6.6,290.4,9.2,877.6,880.9,7,291.7,66.6,36.3,140.9,-116.5
62975,15,34.6321503,-118.0916346,1210,4032,65.3,140.15,0.215,32.8,272.57,269.5,-3.1,27.41,3.25,6.6,290.7,9.2,874.1,877.7,7.7,299.5,66.6,36.4,140.9,-117.8
62976,15,34.6321472,-118.0922973,1242.8,4137,64.9,139.57,0.215,33.4,273.96,270,-4,27.91,3.73,6.1,290.5,8.7,870.6,875.2,8.4,306.4,66.6,36.8,140.9,-118.9
62977,15,34.6321496,-118.0929658,1275.5,4252,64.4,139.57,0.215,34,275.16,270.5,-4.7,28.39,4.15,5.8,290.6,8.4,867,868.8,9.2,309.7,66.6,37.2,140.9,-119.9
62978,15,34.6321576,-118.0936378,1308.6,4370,64.4,139.76,0.215,33.4,275.87,271.1,-4.8,27.17,4.68,5.8,290.9,8.4,863.1,865.5,9.4,310.6,66.6,36.5,140.9,-121.5
62979,15,34.6321709,-118.0943039,1342.4,4480,65.5,139.96,0.215,31,276.3,271.5,-4.8,24.26,5.02,6.1,291.6,8.7,859.6,861.8,8.7,315.5,66.6,34.9,140.9,-123.7
62980,15,34.6321883,-118.0952984,1376.3,4580,67,139.76,0.215,27,276.71,271.9,-4.8,20.11,5.28,6.2,292,8.8,856.4,857.2,7.6,324.3,66.6,32.6,141,-126.4
62981,15,34.6322112,-118.0959321,1408.5,4657,68.7,138.4,0.213,22,277.05,272.4,-4.7,15.62,5.83,6.5,292.6,9.1,853.9,853.6,6.2,341,66.6,29.6,141,-128.8
62982,15,34.6322399,-118.0965476,1437.2,4720,70.4,137.82,0.212,16.8,276.75,272.9,-3.9,11.32,6.55,6.8,293.1,9.3,851.9,849.8,4.8,358.8,66.6,26.4,141,-130.2
62983,15,34.6322747,-118.0974886,1461.4,4757,72.1,137.82,0.212,12.1,275.93,273.4,-2.6,8.43,6.9,6.3,292.7,8.8,850.8,847.7,3.4,25.5,66.6,24.1,141,-130.4
62984,15,34.6323167,-118.0980705,1480.3,4777,73.2,137.82,0.212,10.1,275.65,274.1,-1.6,8.5,7.06,6.7,293.2,9.2,850.1,845.3,3,54.6,66.6,24,141,-130.1
62985,15,34.6323688,-118.098989,1494.1,4807,73.6,137.82,0.211,10.8,276.28,275,-1.3,10.29,7.36,6.9,293.5,9.4,849.2,845.3,3.1,64.8,66.6,25,141,-130
62986,15,34.6324334,-118.0999081,1504.6,4842,73.4,137.62,0.211,13,277.54,276.2,-1.4,12.15,7.89,6.7,293.4,9.2,848,843.8,3.1,63.9,66.6,26,141,-130.6
62987,15,34.6325116,-118.1004885,1514.8,4895,73.2,137.82,0.211,13.8,278.6,277.4,-1.3,11.43,8.46,6.8,293.6,9.3,846.4,841.3,2.8,64.7,66.6,25.4,141,-131.8
62988,15,34.6326024,-118.101415,1526.7,4940,73.2,137.62,0.212,13.1,279.52,278.5,-1.1,10.82,8.85,6.8,293.8,9.3,845,840.5,2.7,70.9,66.6,24.9,141,-132.9
62989,15,34.632706,-118.1019995,1540.2,4975,73.3,137.62,0.211,12.8,280.44,279.6,-0.9,10.95,9.51,7,294.1,9.6,843.8,838.5,2.7,77.1,66.6,24.7,141,-133.6
62990,15,34.6328238,-118.10293,1553.5,5015,73.2,137.82,0.211,13.1,281.38,280.9,-0.5,11.41,10.01,7.1,294.3,9.6,842.6,837,2.4,86.4,66.6,24.9,141,-134.3
62991,15,34.6329564,-118.1038651,1566.3,5060,73.1,138.98,0.213,13.2,282.51,282.3,-0.3,11.29,10.56,6.8,294.1,9.3,841.2,836.5,1.6,93,66.6,24.7,141,-135.4
62992,15,34.6331041,-118.1044615,1579.1,5102,73.1,139.57,0.214,13,283.91,283.7,-0.3,10.83,11.13,7.1,294.6,9.7,839.8,835.1,1.3,92.3,66.6,24.4,141,-136.8
62993,15,34.6332676,-118.1054054,1592.2,5145,73.2,140.54,0.215,12.7,285.51,285.1,-0.5,10.27,11.63,7,294.6,9.6,838.5,833.2,1,75.3,66.6,24.1,141,-138.4
62994,15,34.6334475,-118.1060103,1605.3,5185,73.4,141.71,0.217,12.2,287.17,286.6,-0.7,9.63,11.64,7.2,295,9.8,837.2,833.1,0.9,51.4,66.6,24,141,-140.2
62995,15,34.6336441,-118.1069624,1618,5225,73.6,142.09,0.218,11.8,288.97,288,-1,9.41,11.41,7.4,295.3,10.1,836,832.3,1.3,40.4,66.6,24.5,141,-142.1
62996,15,34.6338576,-118.107576,1630.4,5257,73.6,142.29,0.218,11.9,290.92,289.6,-1.4,9.85,11.17,7.5,295.5,10.2,834.9,831.8,1.7,33.6,66.6,25.5,141,-143.9
62997,15,34.6340884,-118.108197,1642.3,5297,73.6,142.48,0.218,12.5,292.86,291.2,-1.7,10.65,11.06,7.5,295.6,10.2,833.7,829.3,2.1,30.1,66.5,26.7,141,-145.6
62998,15,34.634336,-118.1091714,1654.1,5340,73.3,142.09,0.218,13.4,294.55,292.8,-1.8,11.12,10.93,7.4,295.7,10,832.4,827.6,2.2,28.8,66.5,27.6,141,-147.1
62999,15,34.6345997,-118.1098135,1666.3,5387,73.1,142.87,0.219,13.7,295.89,294.3,-1.6,11.16,10.15,7.7,296.1,10.4,830.9,825.9,2.1,14,66.5,28.4,141,-148.6
63000,15,34.6348772,-118.1104657,1679.4,5432,72.9,143.07,0.219,13.7,297.21,295.6,-1.6,11.01,9.01,7.5,296.1,10.2,829.5,825.6,2.2,7.6,66.5,29.2,141,-150.3
63001,15,34.6351671,-118.1111269,1693.1,5477,72.7,143.07,0.219,13.5,298.56,296.8,-1.8,10.75,8.76,7.5,296.2,10.2,828.1,824.5,2.4,5.9,66.5,29.4,141,-151.8
63002,15,34.6354687,-118.1117964,1707,5520,72.7,143.46,0.22,13.1,299.59,298,-1.6,10.43,9.11,7.4,296.2,10.1,826.8,822.8,2.3,0.4,66.5,29.2,141,-152.8
63003,15,34.6357819,-118.1124738,1720.6,5562,72.7,143.65,0.22,12.8,300.41,299.2,-1.3,10.2,9.25,7.2,296.2,10,825.5,820.3,2,352,66.5,29.1,141,-153.7
63004,15,34.636107,-118.1131593,1734,5602,72.7,143.46,0.22,12.4,301.32,300.4,-1,10.01,9.29,6.8,295.9,9.6,824.2,820,1.6,347.8,66.5,29.1,141,-154.6
63005,15,34.6364438,-118.1138525,1747,5642,72.8,143.46,0.22,12,302.41,301.5,-1,9.73,9.33,6.7,295.9,9.4,823,818.7,1.5,351.3,66.5,29.1,141,-155.8
63006,15,34.6367925,-118.1145534,1759.6,5680,72.9,144.04,0.221,11.7,303.78,302.7,-1.1,9.35,9.56,6.8,296.1,9.5,821.8,818,1.8,352.3,66.5,29,141,-157.2
63007,15,34.6371537,-118.1152622,1771.9,5717,73,145.01,0.222,11.3,305.28,304,-1.4,8.99,10,7,296.4,9.8,820.7,815.4,2.3,350.5,66.5,28.8,141,-158.7
63008,15,34.637528,-118.1159801,1783.8,5752,73.1,145.2,0.223,11.3,306.8,305.4,-1.5,9.27,10.51,6.9,296.4,9.6,819.6,816.3,2.4,354.6,66.5,29.2,141,-160
63009,15,34.6379162,-118.1167093,1795.3,5787,73.1,145.98,0.224,11.9,308.24,306.9,-1.5,9.96,10.91,6.8,296.5,9.6,818.5,813.9,2.6,348.5,66.5,30,141,-161.1
63010,15,34.6383181,-118.1171095,1806.7,5827,72.9,145.59,0.223,12.8,309.65,308.5,-1.2,10.7,11.22,6.6,296.4,9.4,817.3,812.2,2.5,345.6,66.5,30.9,141,-162.3
63011,15,34.6387332,-118.1178692,1818.5,5872,72.6,145.01,0.223,13.4,311.06,310.1,-1,11.07,11.52,6.9,296.8,9.6,815.9,811.1,2.3,342.2,66.5,31.5,141,-163.6
63012,15,34.6391606,-118.1186451,1831.1,5920,72.4,144.62,0.222,13.3,312.39,311.7,-0.8,10.6,11.88,6.8,296.9,9.6,814.4,810.8,2.2,335.9,66.5,31.3,141,-164.9
63013,15,34.6396007,-118.1190925,1844.4,5965,72.4,144.62,0.222,12.5,313.48,313.2,-0.4,9.69,12.26,6.9,297.1,9.7,813.1,808.6,2,323.5,66.5,30.6,141,-166
63014,15,34.6400537,-118.1195528,1858,6002,72.7,145.2,0.223,11.3,314.39,314.6,0.1,8.59,12.48,6.6,296.9,9.4,811.9,807.7,2,306.8,66.5,29.7,141.1,-167
63015,15,34.6405203,-118.1200242,1871.1,6040,73.1,146.18,0.224,9.9,315.4,316,0.5,7.3,12.62,7.1,297.6,9.9,810.8,806.9,2.2,295.4,66.5,28.7,141.1,-168.1
63016,15,34.6410013,-118.1208489,1883,6067,73.7,146.95,0.226,8.4,316.65,317.4,0.7,6.39,12.74,7.1,297.7,9.9,809.9,805.9,2.1,289.8,66.5,28.1,141.1,-169.5
63017,15,34.6414979,-118.1213412,1893.6,6090,74.3,147.93,0.227,7.8,318.22,319,0.6,6.28,12.58,6.9,297.5,9.8,809.2,805.7,2.1,289,66.5,28.4,141.1,-171.1
63018,15,34.6420106,-118.1218463,1902.8,6115,74.8,148.7,0.228,8,320.13,320.5,0.3,6.5,11.52,7,297.7,9.9,808.5,804.9,1.8,304.3,66.5,29.2,141.1,-173.5
63019,15,34.6425386,-118.1223657,1910.9,6140,75.2,149.68,0.23,8.6,322.22,322.1,-0.2,6.88,10.61,7.3,298.1,10.2,807.7,802.8,1.8,327.2,66.5,30.1,141.1,-176
63020,15,34.6430807,-118.1229004,1918.9,6172,75.6,150.84,0.231,9.3,323.92,323.7,-0.3,7.29,9.89,7.4,298.3,10.3,806.8,801.1,2,332.2,66.5,30.9,141.1,-178.1
63021,15,34.6436352,-118.1234501,1927.4,6202,75.8,151.23,0.232,10.1,325.01,325.1,0,7.82,9.04,7.2,298.2,10.2,805.8,802.1,2,321.6,66.5,31.6,141.1,-179.6
63022,15,34.6442,-118.123671,1936.5,6235,75.9,151.23,0.232,10.7,325.87,326.3,0.4,8.33,8.05,7.1,298.2,10.1,804.8,802,2,309.2,66.5,32.3,141.1,179
63023,15,34.6447731,-118.1242485,1946.5,6272,76,151.23,0.232,11.3,326.54,327.4,0.8,8.79,7.63,7.6,298.9,10.6,803.7,799.5,2.1,294.3,66.5,32.8,141.1,178
63024,15,34.6453534,-118.1244955,1957.1,6310,76,150.84,0.231,11.8,327.16,328.4,1.2,9.18,7.34,7.8,299.2,10.8,802.6,797.7,2.3,281.7,66.5,33.3,141.1,177.2
63025,15,34.6459397,-118.125098,1968.3,6350,75.9,150.65,0.231,12.1,327.87,329.4,1.4,9.45,7.04,7.9,299.4,10.9,801.3,797.8,2.6,276.6,66.5,33.6,141.1,176.3
63026,15,34.6465311,-118.1253686,1980.1,6390,75.9,150.65,0.231,12.3,328.94,330.2,1.2,9.54,6.72,7.7,299.3,10.7,800.2,795.9,2.3,283.1,66.5,33.8,141.1,175
63027,15,34.6471272,-118.1259936,1992.2,6432,75.8,150.26,0.23,12.2,330.36,331.1,0.6,9.45,6.57,8,299.8,11,798.9,795.3,1.8,297.3,66.5,33.9,141.1,173.3
63028,15,34.6477278,-118.1262861,2004.7,6470,75.8,149.87,0.229,12.2,331.82,332,0,9.37,6.62,7.9,299.8,10.9,797.7,793.4,1.3,321.4,66.5,33.9,141.1,171.8
63029,15,34.6483333,-118.1265901,2017.1,6512,75.8,149.87,0.23,12,332.95,332.8,-0.2,9.28,6.69,7.9,300,10.8,796.4,792.4,1.3,341.6,66.5,33.9,141.1,170.6
63030,15,34.6489436,-118.1269052,2029.5,6550,75.9,148.7,0.228,11.6,333.63,333.7,0,8.84,5.93,7.5,299.6,10.4,795.3,790.6,0.6,324.8,66.5,33.5,141.1,169.5
63031,15,34.6495588,-118.127572,2041.8,6592,76.1,148.7,0.228,10.2,334.13,334.3,0.1,7.34,4.3,7.4,299.7,10.3,794,790.5,0.5,304.7,66.5,31.7,141.1,168.4
63032,15,34.6501797,-118.1279002,2053.8,6620,76.6,149.48,0.229,8.4,334.75,334.7,-0.1,5.98,3.11,7.6,300,10.5,793.2,789.4,0.3,347.3,66.5,30.2,141.1,167.3
63033,15,34.6508072,-118.1282307,2064.9,6642,77.2,149.87,0.23,7.1,335.26,335,-0.3,5.25,2.11,7.5,300,10.5,792.5,787.4,0.4,81.1,66.5,29.3,141.1,166.4
63034,15,34.6514413,-118.1285624,2074.3,6662,77.8,151.04,0.231,6.6,335.51,335.3,-0.3,5.2,1.21,7.2,299.7,10.2,791.9,786.7,0.3,84.7,66.5,29,141.1,165.8
63035,15,34.6520813,-118.1288941,2082.1,6685,78.4,152.4,0.234,6.7,335.52,335.5,-0.1,5.34,0.33,7.4,300,10.5,791.3,786.6,0,65.5,66.5,28.9,141.1,165.3
63036,15,34.6527262,-118.1292248,2089.1,6705,78.9,153.76,0.236,7,335.32,335.5,0.2,5.45,-0.26,7.4,300.1,10.5,790.6,785.6,0.3,284.3,66.5,28.9,141.1,165.3
63037,15,34.6533753,-118.1295538,2095.9,6732,79.4,155.12,0.238,7.2,334.94,335.5,0.6,5.41,-0.25,7.5,300.2,10.7,789.9,785.7,0.9,272.4,66.5,28.9,141.1,165.7
63038,15,34.6540271,-118.1298811,2103,6755,79.7,156.28,0.24,7.2,334.47,335.5,1,5.23,-0.26,7.1,299.9,10.4,789.2,783.9,1.6,270.9,66.5,28.7,141.1,166.2
63039,15,34.6546814,-118.1302063,2110.4,6780,80,157.65,0.242,7.1,334.19,335.4,1.2,4.96,-0.32,7.4,300.3,10.6,788.4,782.9,2,277.7,66.5,28.4,141.1,166.5
63040,15,34.6553374,-118.13053,2117.9,6805,80.1,158.23,0.243,6.8,334.18,335.4,1.2,4.6,-0.1,7.1,300,10.4,787.7,781.3,2.2,281.9,66.5,28.1,141.1,166.7
63041,15,34.6559934,-118.1308533,2125.3,6827,80.1,158.23,0.243,6.2,334.26,335.4,1.1,3.83,0.34,7.3,300.3,10.6,787,780.4,2.1,283.8,66.5,27.5,141.1,166.9
63042,15,34.6566492,-118.131521,2132.4,6850,79.9,158.81,0.244,4.1,334.28,335.5,1.2,1.7,0.72,7,300.1,10.3,786.3,777.3,2.5,291.2,66.5,25.5,141.1,167.3
63043,15,34.6573052,-118.1318463,2139,6855,80.1,158.62,0.244,1.9,334.24,335.6,1.3,0.71,1.02,7.1,300.2,10.4,786.1,777.1,2.4,282.9,66.5,24.6,141.1,167.5
63044,15,34.6579626,-118.1321719,2144.3,6857,80.3,158.81,0.244,0.9,334.27,335.7,1.4,0.43,1.23,7,300.1,10.3,786.1,778,2.5,279.7,66.5,24.4,141.2,167.6
63045,15,34.658623,-118.1324989,2147.3,6857,80.5,159.2,0.244,0.8,334.43,335.9,1.4,0.58,1.36,6.9,300,10.3,786.1,777.6,2.5,279.1,66.5,24.5,141.2,167.5
63046,15,34.6592862,-118.1328273,2148.7,6860,80.7,159.98,0.245,1,334.69,336,1.3,0.7,1.44,7,300.1,10.4,786,777.8,2.5,286,66.5,24.7,141.2,167.3
63047,15,34.6599519,-118.1331578,2149.7,6865,80.9,160.56,0.246,1.2,335.01,336.3,1.2,0.81,1.7,7.2,300.3,10.6,785.9,779.3,2.5,288.4,66.5,24.9,141.2,167.1
63048,15,34.6606202,-118.1334906,2150.7,6870,81,160.95,0.247,1.4,335.26,336.5,1.2,0.74,1.71,7.2,300.4,10.6,785.7,778.8,2.5,291.3,66.5,24.8,141.2,166.8
63049,15,34.661291,-118.1338257,2152,6877,81.2,161.14,0.247,0.8,335.39,336.7,1.2,0.04,1.63,6.9,300.1,10.3,785.5,779.4,2.5,288.2,66.5,24.1,141.2,166.7
63050,15,34.6619649,-118.1341625,2153.6,6880,81.5,161.92,0.248,-0.1,335.58,336.9,1.2,-0.68,1.67,7.3,300.5,10.8,785.4,779.6,2.6,289.7,66.5,23.4,141.2,166.6
63051,15,34.6626424,-118.1345005,2154.9,6880,81.9,162.31,0.249,-0.8,335.89,337.1,1.1,-0.76,1.75,7.3,300.5,10.7,785.4,778.6,2.4,289,66.5,23.4,141.2,166.4
63052,15,34.6633239,-118.1348394,2155.3,6872,82.2,162.51,0.249,-0.4,336.27,337.3,1,0.08,1.9,7.2,300.4,10.7,785.6,779.5,2,290,66.5,24.1,141.2,166
63053,15,34.6640097,-118.1351816,2154.9,6870,82.5,161.92,0.249,0.5,336.58,337.6,1,0.69,2.07,7.2,300.4,10.7,785.7,779.5,1.7,275.6,66.5,24.9,141.2,165.7
63054,15,34.6646987,-118.1355272,2154.3,6875,82.7,161.92,0.249,1.5,336.75,337.9,1.1,1.28,2.01,7.1,300.3,10.6,785.6,779.1,1.8,267.1,66.5,25.4,141.2,165.4
63055,15,34.6653899,-118.1358766,2154.5,6882,82.7,161.92,0.248,2.1,336.89,338.2,1.2,1.55,1.93,6.9,300.1,10.3,785.4,778.1,2,265.1,66.5,25.7,141.2,165.2
63056,15,34.6660826,-118.1362297,2155.7,6890,82.8,161.92,0.248,2.4,337.06,338.4,1.3,1.65,1.8,6.8,300,10.3,785.1,778.8,2,262.2,66.5,25.8,141.2,165
63057,15,34.6667763,-118.1365863,2157.8,6900,82.8,161.53,0.248,2.4,337.28,338.6,1.3,1.41,1.67,6.7,299.9,10.2,784.8,779.1,1.9,256.9,66.5,25.5,141.2,164.7
63058,15,34.6674716,-118.1369455,2160.2,6915,82.9,162.12,0.249,1,337.5,338.8,1.3,-0.46,1.63,7,300.3,10.5,784.4,777.6,2,263,66.5,23.7,141.2,164.7
63059,15,34.6681697,-118.137306,2162.8,6915,83.2,162.51,0.249,-1,337.75,339,1.2,-1.44,1.44,6.9,300.2,10.4,784.4,777.5,1.9,260.8,66.5,22.7,141.2,164.5
63060,15,34.6688712,-118.1376665,2164.7,6905,83.7,162.89,0.25,-1.8,338.07,339.1,1,-1.59,1.35,6.9,300.2,10.4,784.6,778.1,1.5,252.4,66.5,22.5,141.2,164.1
63061,15,34.6695785,-118.1380285,2164.5,6897,84.2,163.09,0.25,-1.9,338.31,339.3,1,-1.51,1.16,6.6,299.8,10.1,784.9,778.9,1.5,237.1,66.5,22.6,141.2,163.8
63062,15,34.6702908,-118.1380474,2163,6892,84.7,164.25,0.252,-1.7,338.53,339.5,0.9,-1.41,1.13,7.1,300.3,10.7,785,778.5,1.4,241.1,66.5,22.7,141.2,163.6
63063,15,34.6710081,-118.1384102,2161.2,6887,85.2,165.03,0.253,-1.4,338.68,339.6,0.9,-1.29,0.96,6.9,300.1,10.5,785.2,779.5,1.4,236.8,66.5,22.7,141.2,163.4
63064,15,34.67173,-118.1387733,2159.5,6882,85.7,165.62,0.254,-1.2,338.76,339.7,1,-1.18,0.86,6.6,299.8,10.2,785.3,779,1.5,229.6,66.4,22.8,141.2,163.2
63065,15,34.6724561,-118.1391367,2157.9,6880,86,166.59,0.256,-1,338.81,339.9,1,-1.1,0.78,6.3,299.4,9.9,785.4,779.4,1.7,238.9,66.4,22.9,141.2,163.1
63066,15,34.6731861,-118.1395001,2156.7,6877,86.5,167.56,0.257,-0.9,338.92,340,1,-1.04,0.63,6.6,299.7,10.3,785.5,778.6,1.7,239,66.4,22.9,141.2,163
63067,15,34.6739199,-118.1398636,2155.6,6875,86.8,168.14,0.258,-0.8,339.04,340.1,1,-1,0.51,7.1,300.3,10.8,785.6,780,1.6,239,66.4,22.9,141.2,162.8
63068,15,34.6746566,-118.1402265,2154.6,6872,87.2,169.31,0.26,-0.6,339.11,340.1,1,-0.95,0.35,6.5,299.6,10.3,785.7,779.8,1.5,245.8,66.4,22.9,141.2,162.6
63069,15,34.675397,-118.1405897,2153.8,6870,87.5,170.09,0.261,-0.4,339.05,340.2,1.1,-0.89,0.15,6.6,299.7,10.4,785.7,780,1.8,249.6,66.4,22.9,141.2,162.6
63070,15,34.6761405,-118.1409525,2153.1,6870,87.8,170.67,0.262,-0.2,338.97,340.2,1.2,-0.84,0.03,6.5,299.6,10.3,785.7,780.8,1.9,249.6,66.4,22.9,141.2,162.6
